Run_No.	Date	ID	Peak_No.	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_sd_QF	Si(OH)4_cd_CF	Si(OH)4_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_sd_QF	NO2_cd_CF	NO2_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	T(D)N_mean	T(D)N_mean_QF	T(D)N_sd	T(D)N_sd_QF	T(D)N_CF	T(D)N_CF_QF	T(D)N_mean_c	T(D)N_mean_c_QF	T(D)N_sd_c	T(D)N_sd_c_QF	T(D)P_mean	T(D)P_mean_QF	T(D)P_sd	T(D)P_sd_QF	T(D)P_CF	T(D)P_CF_QF	T(D)P_mean_c	T(D)P_mean_c_QF	T(D)P_sd_c	T(D)P_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_sd_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF

5	18.02.21	1363	108	9.751	2	0.004	2	0.918	2	8.952	2	0.003	2	3.175	2	0.011	2	1.224	2	3.886	2	0.013	2	0.685	2	0.001	2	0.988	2	0.676	2	0.001	2	0.019	2	0.001	2	0.610	2	0.011	2	0.000	2	12.631	2	0.036	2	0.968	2	12.222	2	0.035	2	0.591	2	0.004	2	1.029	2	0.608	2	0.004	2	0.031	2	0.003	2	1.046	2	0.032	2	0.003	2

5	18.02.21	1364	110	8.184	2	0.005	2	0.918	2	7.513	2	0.005	2	2.592	2	0.009	2	1.224	2	3.172	2	0.011	2	0.602	2	0.000	2	0.988	2	0.595	2	0.000	2	0.020	2	0.001	2	0.610	2	0.012	2	0.000	2	11.260	2	0.008	2	0.968	2	10.895	2	0.008	2	0.517	2	0.001	2	1.029	2	0.532	2	0.001	2	0.034	2	0.000	2	1.046	2	0.036	2	0.000	2

5	18.02.21	1365	112	7.470	2	0.011	2	0.918	2	6.858	2	0.010	2	2.463	2	0.002	2	1.224	2	3.014	2	0.003	2	0.567	2	0.001	2	0.988	2	0.560	2	0.001	2	0.018	2	0.000	2	0.610	2	0.011	2	0.000	2	10.612	2	0.001	2	0.968	2	10.268	2	0.001	2	0.482	2	0.001	2	1.029	2	0.496	2	0.001	2	0.032	2	0.001	2	1.046	2	0.033	2	0.001	2

5	18.02.21	1366	114	6.662	2	0.001	2	0.918	2	6.116	2	0.001	2	2.470	2	0.008	2	1.224	2	3.023	2	0.010	2	0.530	2	0.000	2	0.988	2	0.523	2	0.000	2	0.022	2	0.000	2	0.610	2	0.013	2	0.000	2	10.012	2	0.021	2	0.968	2	9.687	2	0.020	2	0.444	2	0.006	2	1.029	2	0.457	2	0.006	2	0.037	2	0.002	2	1.046	2	0.038	2	0.002	2

5	18.02.21	1367	116	5.410	2	0.001	2	0.918	2	4.966	2	0.001	2	2.606	2	0.011	2	1.224	2	3.189	2	0.013	2	0.476	2	0.001	2	0.988	2	0.470	2	0.001	2	0.024	2	0.001	2	0.610	2	0.014	2	0.000	2	9.091	2	0.002	2	0.968	2	8.796	2	0.002	2	0.407	2	0.001	2	1.029	2	0.418	2	0.001	2	0.036	2	0.002	2	1.046	2	0.037	2	0.002	2

5	18.02.21	1368	118	4.456	2	0.001	2	0.918	2	4.091	2	0.001	2	2.779	2	0.011	2	1.224	2	3.401	2	0.013	2	0.441	2	0.000	2	0.988	2	0.436	2	0.000	2	0.021	2	0.000	2	0.610	2	0.013	2	0.000	2	8.286	2	0.002	2	0.968	2	8.017	2	0.002	2	0.374	2	0.004	2	1.029	2	0.384	2	0.004	2	0.035	2	0.002	2	1.046	2	0.036	2	0.002	2

5	18.02.21	1369	120	3.698	2	0.005	2	0.918	2	3.395	2	0.005	2	2.598	2	0.004	2	1.224	2	3.179	2	0.004	2	0.398	2	0.001	2	0.988	2	0.393	2	0.001	2	0.022	2	0.000	2	0.610	2	0.013	2	0.000	2	7.726	2	0.005	2	0.968	2	7.475	2	0.005	2	0.344	2	0.002	2	1.029	2	0.354	2	0.002	2	0.049	2	0.002	2	1.046	2	0.051	2	0.002	2

5	18.02.21	1370	122	2.396	2	0.003	2	0.918	2	2.200	2	0.003	2	2.444	2	0.001	2	1.224	2	2.991	2	0.002	2	0.348	2	0.001	2	0.988	2	0.343	2	0.001	2	0.053	2	0.001	2	0.610	2	0.032	2	0.001	2	6.668	2	0.014	2	0.968	2	6.452	2	0.014	2	0.313	2	0.001	2	1.029	2	0.322	2	0.001	2	0.105	2	0.003	2	1.046	2	0.110	2	0.003	2

5	18.02.21	1371	124	1.011	2	0.003	2	0.918	2	0.928	2	0.003	2	2.892	2	0.006	2	1.224	2	3.540	2	0.007	2	0.328	2	0.000	2	0.988	2	0.324	2	0.000	2	0.068	2	0.000	2	0.610	2	0.041	2	0.000	2	5.957	2	0.013	2	0.968	2	5.764	2	0.013	2	0.313	2	0.006	2	1.029	2	0.322	2	0.006	2	0.230	2	0.000	2	1.046	2	0.241	2	0.000	2

5	18.02.21	1372	126	0.537	2	0.002	2	0.918	2	0.493	2	0.002	2	3.286	2	0.003	2	1.224	2	4.022	2	0.003	2	0.338	2	0.001	2	0.988	2	0.333	2	0.001	2	0.048	2	0.000	2	0.610	2	0.029	2	0.000	2	5.713	2	0.038	2	0.968	2	5.528	2	0.037	2	0.327	2	0.003	2	1.029	2	0.337	2	0.003	2	0.239	2	0.001	2	1.046	2	0.250	2	0.001	2

5	18.02.21	1373	128	0.165	2	0.001	2	0.918	2	0.151	2	0.001	2	4.621	2	0.006	2	1.224	2	5.655	2	0.008	2	0.408	2	0.004	2	0.988	2	0.403	2	0.004	2	0.021	2	0.000	2	0.610	2	0.013	2	0.000	2	5.504	2	0.002	2	0.968	2	5.325	2	0.002	2	0.390	2	0.009	2	1.029	2	0.401	2	0.009	2	0.138	2	0.001	2	1.046	2	0.144	2	0.001	2

5	18.02.21	1374	130	0.134	2	0.001	2	0.918	2	0.123	2	0.001	2	5.027	2	0.000	2	1.224	2	6.153	2	0.000	2	0.438	2	0.001	2	0.988	2	0.432	2	0.001	2	0.013	2	0.000	2	0.610	2	0.008	2	0.000	2	5.491	2	0.039	2	0.968	2	5.313	2	0.038	2	0.426	2	0.005	2	1.029	2	0.438	2	0.005	2	0.050	2	0.001	2	1.046	2	0.052	2	0.001	2

5	18.02.21	1375	132	0.127	2	0.000	2	0.918	2	0.117	2	0.000	2	5.087	2	0.013	2	1.224	2	6.226	2	0.016	2	0.437	2	0.001	2	0.988	2	0.431	2	0.001	2	0.013	2	0.001	2	0.610	2	0.008	2	0.000	2	5.445	2	0.009	2	0.968	2	5.268	2	0.009	2	0.409	2	0.008	2	1.029	2	0.420	2	0.008	2	0.049	2	0.001	2	1.046	2	0.051	2	0.001	2

5	18.02.21	1376	134	0.129	2	0.002	2	0.918	2	0.118	2	0.002	2	5.105	2	0.018	2	1.224	2	6.248	2	0.023	2	0.437	2	0.001	2	0.988	2	0.432	2	0.001	2	0.014	2	0.001	2	0.610	2	0.008	2	0.000	2	5.497	2	0.035	2	0.968	2	5.319	2	0.034	2	0.414	2	0.002	2	1.029	2	0.426	2	0.002	2	0.048	2	0.004	2	1.046	2	0.050	2	0.004	2

5	18.02.21	1377	136	0.304	2	0.001	2	0.918	2	0.279	2	0.001	2	0.424	2	0.009	2	1.224	2	0.518	2	0.011	2	0.018	2	0.004	2	0.988	2	0.018	2	0.004	2	0.017	2	0.003	2	0.610	2	0.010	2	0.002	2	1.902	2	0.021	2	0.968	2	1.840	2	0.021	2	-0.061	2	0.011	2	1.029	2	-0.061	2	0.011	2	0.104	2	0.006	2	1.046	2	0.108	2	0.007	2

5	18.02.21	1378	138	2.474	2	0.011	2	0.918	2	2.271	2	0.010	2	0.043	2	0.006	2	1.224	2	0.053	2	0.007	2	0.036	2	0.001	2	0.988	2	0.036	2	0.001	2	0.011	2	0.001	2	0.610	2	0.006	2	0.000	2	4.465	2	0.007	2	0.968	2	4.320	2	0.007	2	0.080	2	0.021	2	1.029	2	0.082	2	0.022	2	0.551	2	0.017	2	1.046	2	0.576	2	0.018	2

5	18.02.21	1379	140	3.025	2	0.002	2	0.918	2	2.777	2	0.002	2	0.037	2	0.006	2	1.224	2	0.045	2	0.007	2	0.036	2	0.000	2	0.988	2	0.036	2	0.000	2	0.013	2	0.000	2	0.610	2	0.008	2	0.000	2	5.338	2	0.048	2	0.968	2	5.165	2	0.047	2	0.093	2	0.004	2	1.029	2	0.096	2	0.004	2	0.447	2	0.002	2	1.046	2	0.467	2	0.002	2

5	18.02.21	1380	142	1.828	2	0.002	2	0.918	2	1.678	2	0.002	2	0.139	2	0.004	2	1.224	2	0.170	2	0.005	2	0.035	2	0.001	2	0.988	2	0.035	2	0.001	2	0.033	2	0.005	2	0.610	2	0.020	2	0.003	2	4.586	2	0.000	2	0.968	2	4.438	2	0.000	2	0.079	2	0.005	2	1.029	2	0.081	2	0.005	2	0.209	2	0.008	2	1.046	2	0.219	2	0.009	2

5	18.02.21	1381	148	1.281	2	0.000	2	0.918	2	1.176	2	0.000	2	0.047	2	0.000	2	1.224	2	0.058	2	0.000	2	0.045	2	0.001	2	0.988	2	0.044	2	0.001	2	0.029	2	0.000	2	0.610	2	0.018	2	0.000	2	3.263	2	0.033	2	0.968	2	3.157	2	0.031	2	0.072	2	0.005	2	1.029	2	0.074	2	0.005	2	0.392	2	0.002	2	1.046	2	0.409	2	0.002	2

5	18.02.21	1382	150	0.914	2	0.004	2	0.918	2	0.839	2	0.003	2	0.034	2	0.002	2	1.224	2	0.041	2	0.003	2	0.030	2	0.002	2	0.988	2	0.029	2	0.002	2	0.015	2	0.001	2	0.610	2	0.009	2	0.001	2	2.663	2	0.004	2	0.968	2	2.577	2	0.004	2	0.057	2	0.008	2	1.029	2	0.059	2	0.009	2	0.356	2	0.001	2	1.046	2	0.372	2	0.001	2

5	18.02.21	1383	152	0.389	2	0.000	2	0.918	2	0.357	2	0.000	2	0.022	2	0.006	2	1.224	2	0.027	2	0.007	2	0.026	2	0.002	2	0.988	2	0.025	2	0.002	2	0.013	2	0.001	2	0.610	2	0.008	2	0.000	2	1.183	2	0.003	2	0.968	2	1.145	2	0.003	2	0.030	2	0.011	2	1.029	2	0.031	2	0.012	2	0.211	2	0.002	2	1.046	2	0.220	2	0.002	2

5	18.02.21	1384	154	1.096	2	0.001	2	0.918	2	1.006	2	0.001	2	0.034	2	0.001	2	1.224	2	0.042	2	0.002	2	0.027	2	0.001	2	0.988	2	0.027	2	0.001	2	0.015	2	0.001	2	0.610	2	0.009	2	0.000	2	2.899	2	0.027	2	0.968	2	2.805	2	0.026	2	0.065	2	0.001	2	1.029	2	0.066	2	0.001	2	0.503	2	0.018	2	1.046	2	0.526	2	0.018	2

5	18.02.21	1385	156	0.912	2	0.001	2	0.918	2	0.837	2	0.001	2	0.033	2	0.005	2	1.224	2	0.040	2	0.006	2	0.029	2	0.001	2	0.988	2	0.028	2	0.001	2	0.018	2	0.001	2	0.610	2	0.011	2	0.001	2	2.390	2	0.021	2	0.968	2	2.313	2	0.021	2	0.060	2	0.011	2	1.029	2	0.062	2	0.012	2	0.393	2	0.001	2	1.046	2	0.411	2	0.001	2

5	18.02.21	1386	158	1.250	2	0.002	2	0.918	2	1.147	2	0.002	2	0.016	2	0.019	2	1.224	2	0.019	2	0.023	2	0.033	2	0.001	2	0.988	2	0.033	2	0.001	2	0.023	2	0.000	2	0.610	2	0.014	2	0.000	2	2.745	2	0.062	2	0.968	2	2.656	2	0.060	2	0.069	2	0.004	2	1.029	2	0.071	2	0.004	2	0.409	2	0.001	2	1.046	2	0.427	2	0.001	2

5	18.02.21	1387	160	1.890	2	0.001	2	0.918	2	1.735	2	0.001	2	0.035	2	0.012	2	1.224	2	0.042	2	0.015	2	0.036	2	0.001	2	0.988	2	0.035	2	0.001	2	0.027	2	0.001	2	0.610	2	0.016	2	0.000	2	4.672	2	0.048	2	0.968	2	4.521	2	0.047	2	0.094	2	0.001	2	1.029	2	0.096	2	0.001	2	0.492	2	0.002	2	1.046	2	0.514	2	0.002	2

5	18.02.21	1388	162	0.311	2	0.004	2	0.918	2	0.286	2	0.004	2	3.896	2	0.013	2	1.224	2	4.768	2	0.016	2	0.338	2	0.001	2	0.988	2	0.334	2	0.001	2	0.054	2	0.001	2	0.610	2	0.033	2	0.000	2	7.300	2	0.021	2	0.968	2	7.064	2	0.021	2	0.324	2	0.007	2	1.029	2	0.333	2	0.007	2	2.158	2	0.013	2	1.046	2	2.257	2	0.014	2

5	18.02.21	1389	164	0.142	2	0.001	2	0.918	2	0.130	2	0.001	2	3.369	2	0.005	2	1.224	2	4.123	2	0.006	2	0.347	2	0.001	2	0.988	2	0.342	2	0.001	2	0.030	2	0.001	2	0.610	2	0.018	2	0.001	2	4.664	2	0.023	2	0.968	2	4.513	2	0.023	2	0.322	2	0.003	2	1.029	2	0.331	2	0.003	2	1.102	2	0.000	2	1.046	2	1.153	2	0.000	2

5	18.02.21	1390	166	0.254	2	0.001	2	0.918	2	0.233	2	0.001	2	3.507	2	0.013	2	1.224	2	4.292	2	0.016	2	0.326	2	0.001	2	0.988	2	0.321	2	0.001	2	0.030	2	0.001	2	0.610	2	0.018	2	0.000	2	5.196	2	0.028	2	0.968	2	5.028	2	0.027	2	0.289	2	0.006	2	1.029	2	0.297	2	0.006	2	1.094	2	0.006	2	1.046	2	1.144	2	0.007	2

5	18.02.21	1391	168	0.161	2	0.004	2	0.918	2	0.147	2	0.003	2	3.896	2	0.007	2	1.224	2	4.769	2	0.009	2	0.360	2	0.001	2	0.988	2	0.355	2	0.001	2	0.033	2	0.001	2	0.610	2	0.020	2	0.000	2	5.659	2	0.020	2	0.968	2	5.476	2	0.019	2	0.322	2	0.009	2	1.029	2	0.331	2	0.009	2	1.206	2	0.006	2	1.046	2	1.261	2	0.006	2

5	18.02.21	1392	170	0.175	2	0.001	2	0.918	2	0.161	2	0.001	2	3.922	2	0.005	2	1.224	2	4.800	2	0.006	2	0.360	2	0.001	2	0.988	2	0.355	2	0.001	2	0.032	2	0.001	2	0.610	2	0.020	2	0.001	2	5.886	2	0.033	2	0.968	2	5.695	2	0.032	2	0.324	2	0.001	2	1.029	2	0.333	2	0.001	2	1.578	2	0.004	2	1.046	2	1.650	2	0.004	2

5	18.02.21	1393	172	0.158	2	0.001	2	0.918	2	0.145	2	0.001	2	0.560	2	0.014	2	1.224	2	0.685	2	0.017	2	0.035	2	0.002	2	0.988	2	0.034	2	0.002	2	0.025	2	0.000	2	0.610	2	0.015	2	0.000	2	2.375	2	0.038	2	0.968	2	2.298	2	0.037	2	-0.015	2	0.006	2	1.029	2	-0.015	2	0.006	2	0.109	2	0.005	2	1.046	2	0.113	2	0.005	2

5	18.02.21	1394	174	0.151	2	0.002	2	0.918	2	0.138	2	0.002	2	0.773	2	0.003	2	1.224	2	0.946	2	0.003	2	0.045	2	0.002	2	0.988	2	0.044	2	0.002	2	0.022	2	0.001	2	0.610	2	0.013	2	0.000	2	2.310	2	0.015	2	0.968	2	2.235	2	0.014	2	-0.019	2	0.008	2	1.029	2	-0.019	2	0.008	2	0.067	2	0.001	2	1.046	2	0.070	2	0.001	2

5	18.02.21	1395	176	0.190	2	0.110	2	0.918	2	0.174	2	0.101	2	5.662	2	0.012	2	1.224	2	6.930	2	0.015	2	0.498	2	0.004	2	0.988	2	0.492	2	0.004	2	0.023	2	0.001	2	0.610	2	0.014	2	0.000	2	5.943	2	0.028	2	0.968	2	5.751	2	0.027	2	0.456	2	0.007	2	1.029	2	0.469	2	0.007	2	0.038	2	0.001	2	1.046	2	0.039	2	0.001	2

5	18.02.21	1396	178	0.115	2	0.004	2	0.918	2	0.105	2	0.003	2	5.637	2	0.001	2	1.224	2	6.899	2	0.001	2	0.504	2	0.001	2	0.988	2	0.497	2	0.001	2	0.025	2	0.001	2	0.610	2	0.015	2	0.000	2	5.841	2	0.084	2	0.968	2	5.651	2	0.081	2	0.458	2	0.001	2	1.029	2	0.471	2	0.001	2	0.044	2	0.001	2	1.046	2	0.045	2	0.001	2

5	18.02.21	1397	180	0.220	2	0.005	2	0.918	2	0.202	2	0.005	2	0.320	2	0.023	2	1.224	2	0.392	2	0.028	2	0.022	2	0.006	2	0.988	2	0.022	2	0.006	2	0.026	2	0.001	2	0.610	2	0.016	2	0.001	2	1.642	2	0.013	2	0.968	2	1.588	2	0.013	2	-0.045	2	0.004	2	1.029	2	-0.045	2	0.004	2	0.070	2	0.008	2	1.046	2	0.073	2	0.009	2

5	18.02.21	1398	182	0.129	2	0.001	2	0.918	2	0.118	2	0.001	2	1.304	2	0.020	2	1.224	2	1.596	2	0.024	2	0.053	2	0.002	2	0.988	2	0.052	2	0.002	2	0.018	2	0.001	2	0.610	2	0.011	2	0.001	2	3.067	2	0.006	2	0.968	2	2.967	2	0.006	2	0.010	2	0.008	2	1.029	2	0.010	2	0.009	2	0.050	2	0.006	2	1.046	2	0.052	2	0.007	2

5	18.02.21	1399	184	0.116	2	0.002	2	0.918	2	0.106	2	0.002	2	2.134	2	0.013	2	1.224	2	2.611	2	0.016	2	0.125	2	0.001	2	0.988	2	0.123	2	0.001	2	0.018	2	0.001	2	0.610	2	0.011	2	0.000	2	3.776	2	0.019	2	0.968	2	3.653	2	0.018	2	0.102	2	0.006	2	1.029	2	0.105	2	0.006	2	0.048	2	0.001	2	1.046	2	0.050	2	0.001	2

5	18.02.21	1400	186	0.118	2	0.003	2	0.918	2	0.108	2	0.003	2	5.658	2	0.009	2	1.224	2	6.925	2	0.011	2	0.491	2	0.004	2	0.988	2	0.485	2	0.004	2	0.025	2	0.001	2	0.610	2	0.015	2	0.000	2	5.855	2	0.058	2	0.968	2	5.665	2	0.056	2	0.462	2	0.001	2	1.029	2	0.475	2	0.001	2	0.095	2	0.003	2	1.046	2	0.099	2	0.003	2

5	18.02.21	1401	188	1.054	2	0.003	2	0.918	2	0.968	2	0.003	2	0.087	2	0.012	2	1.224	2	0.106	2	0.015	2	0.031	2	0.006	2	0.988	2	0.030	2	0.006	2	0.032	2	0.002	2	0.610	2	0.019	2	0.001	2	2.961	2	0.057	2	0.968	2	2.865	2	0.055	2	0.017	2	0.023	2	1.029	2	0.017	2	0.024	2	0.121	2	0.006	2	1.046	2	0.127	2	0.006	2

5	18.02.21	1402	190	0.146	2	0.002	2	0.918	2	0.134	2	0.002	2	0.794	2	0.001	2	1.224	2	0.971	2	0.001	2	0.036	2	0.001	2	0.988	2	0.036	2	0.001	2	0.023	2	0.001	2	0.610	2	0.014	2	0.000	2	2.356	2	0.023	2	0.968	2	2.279	2	0.023	2	-0.007	2	0.013	2	1.029	2	-0.007	2	0.013	2	0.057	2	0.002	2	1.046	2	0.059	2	0.002	2

5	18.02.21	1403	192	0.125	2	0.000	2	0.918	2	0.115	2	0.000	2	5.549	2	0.001	2	1.224	2	6.791	2	0.001	2	0.496	2	0.002	2	0.988	2	0.489	2	0.002	2	0.020	2	0.001	2	0.610	2	0.012	2	0.000	2	5.612	2	0.016	2	0.968	2	5.430	2	0.015	2	0.460	2	0.009	2	1.029	2	0.473	2	0.009	2	0.062	2	0.003	2	1.046	2	0.065	2	0.003	2

5	18.02.21	1404	194	0.125	2	0.001	2	0.918	2	0.114	2	0.001	2	5.563	2	0.002	2	1.224	2	6.808	2	0.003	2	0.500	2	0.001	2	0.988	2	0.494	2	0.001	2	0.022	2	0.001	2	0.610	2	0.013	2	0.000	2	5.825	2	0.027	2	0.968	2	5.636	2	0.026	2	0.476	2	0.001	2	1.029	2	0.490	2	0.001	2	0.064	2	0.001	2	1.046	2	0.066	2	0.001	2

5	18.02.21	1405	196	0.121	2	0.001	2	0.918	2	0.111	2	0.001	2	5.578	2	0.003	2	1.224	2	6.827	2	0.003	2	0.509	2	0.000	2	0.988	2	0.503	2	0.000	2	0.020	2	0.000	2	0.610	2	0.012	2	0.000	2	5.615	2	0.076	2	0.968	2	5.433	2	0.074	2	0.492	2	0.004	2	1.029	2	0.506	2	0.004	2	0.060	2	0.000	2	1.046	2	0.063	2	0.000	2

5	18.02.21	1406	202	0.218	2	0.000	2	0.918	2	0.200	2	0.000	2	0.385	2	0.007	2	1.224	2	0.471	2	0.009	2	0.022	2	0.003	2	0.988	2	0.022	2	0.003	2	0.022	2	0.001	2	0.610	2	0.013	2	0.001	2	1.636	2	0.006	2	0.968	2	1.583	2	0.006	2	-0.009	2	0.004	2	1.029	2	-0.009	2	0.004	2	0.072	2	0.003	2	1.046	2	0.075	2	0.003	2

5	18.02.21	1407	204	0.132	2	0.001	2	0.918	2	0.121	2	0.001	2	2.522	2	0.017	2	1.224	2	3.087	2	0.021	2	0.178	2	0.003	2	0.988	2	0.176	2	0.003	2	0.014	2	0.001	2	0.610	2	0.008	2	0.000	2	4.529	2	0.000	2	0.968	2	4.382	2	0.000	2	0.186	2	0.005	2	1.029	2	0.191	2	0.005	2	0.059	2	0.002	2	1.046	2	0.061	2	0.002	2

5	18.02.21	1408	206	0.149	2	0.000	2	0.918	2	0.137	2	0.000	2	5.509	2	0.000	2	1.224	2	6.743	2	0.000	2	0.500	2	0.004	2	0.988	2	0.494	2	0.004	2	0.022	2	0.002	2	0.610	2	0.013	2	0.001	2	5.919	2	0.050	2	0.968	2	5.727	2	0.049	2	0.486	2	0.009	2	1.029	2	0.500	2	0.009	2	0.051	2	0.001	2	1.046	2	0.053	2	0.001	2

5	18.02.21	1409	208	0.181	2	0.001	2	0.918	2	0.166	2	0.001	2	1.302	2	0.024	2	1.224	2	1.594	2	0.029	2	0.066	2	0.006	2	0.988	2	0.065	2	0.006	2	0.020	2	0.000	2	0.610	2	0.012	2	0.000	2	2.571	2	0.027	2	0.968	2	2.488	2	0.026	2	0.041	2	0.001	2	1.029	2	0.042	2	0.001	2	0.069	2	0.004	2	1.046	2	0.072	2	0.004	2

5	18.02.21	1410	210	0.195	2	0.002	2	0.918	2	0.179	2	0.002	2	1.288	2	0.004	2	1.224	2	1.577	2	0.005	2	0.062	2	0.001	2	0.988	2	0.061	2	0.001	2	0.021	2	0.000	2	0.610	2	0.013	2	0.000	2	2.697	2	0.013	2	0.968	2	2.609	2	0.013	2	0.040	2	0.010	2	1.029	2	0.041	2	0.010	2	0.079	2	0.005	2	1.046	2	0.082	2	0.005	2

5	18.02.21	1411	212	16.281	2	0.023	2	0.918	2	14.948	2	0.021	2	9.580	2	0.024	2	1.224	2	11.726	2	0.029	2	1.035	2	0.006	2	0.988	2	1.022	2	0.006	2	0.014	2	0.000	2	0.610	2	0.009	2	0.000	2	18.032	2	0.021	2	0.968	2	17.448	2	0.021	2	0.903	2	0.006	2	1.029	2	0.929	2	0.007	2	0.055	2	0.002	2	1.046	2	0.057	2	0.002	2

5	18.02.21	1412	214	16.334	2	0.014	2	0.918	2	14.996	2	0.013	2	9.534	2	0.009	2	1.224	2	11.669	2	0.011	2	1.043	2	0.003	2	0.988	2	1.030	2	0.003	2	0.018	2	0.001	2	0.610	2	0.011	2	0.001	2	18.243	2	0.023	2	0.968	2	17.652	2	0.022	2	0.900	2	0.004	2	1.029	2	0.926	2	0.004	2	0.044	2	0.004	2	1.046	2	0.045	2	0.004	2

5	18.02.21	1413	216	16.490	2	0.016	2	0.918	2	15.139	2	0.015	2	9.522	2	0.006	2	1.224	2	11.655	2	0.007	2	1.051	2	0.001	2	0.988	2	1.038	2	0.001	2	0.016	2	0.001	2	0.610	2	0.009	2	0.000	2	18.285	2	0.024	2	0.968	2	17.693	2	0.023	2	0.904	2	0.010	2	1.029	2	0.930	2	0.010	2	0.098	2	0.001	2	1.046	2	0.103	2	0.001	2

5	18.02.21	1414	218	16.490	2	0.017	2	0.918	2	15.139	2	0.016	2	9.334	2	0.001	2	1.224	2	11.425	2	0.002	2	1.049	2	0.001	2	0.988	2	1.036	2	0.001	2	0.022	2	0.001	2	0.610	2	0.013	2	0.000	2	18.548	2	0.042	2	0.968	2	17.947	2	0.041	2	0.899	2	0.004	2	1.029	2	0.925	2	0.004	2	0.032	2	0.001	2	1.046	2	0.033	2	0.001	2

5	18.02.21	1415	220	16.544	2	0.008	2	0.918	2	15.189	2	0.007	2	9.340	2	0.014	2	1.224	2	11.432	2	0.017	2	1.049	2	0.001	2	0.988	2	1.036	2	0.001	2	0.019	2	0.001	2	0.610	2	0.011	2	0.000	2	18.494	2	0.011	2	0.968	2	17.895	2	0.010	2	0.885	2	0.004	2	1.029	2	0.910	2	0.004	2	0.022	2	0.001	2	1.046	2	0.023	2	0.001	2

5	18.02.21	1416	222	16.483	2	0.059	2	0.918	2	15.133	2	0.054	2	8.985	2	0.036	2	1.224	2	10.997	2	0.044	2	1.031	2	0.001	2	0.988	2	1.018	2	0.001	2	0.027	2	0.001	2	0.610	2	0.016	2	0.001	2	18.564	2	0.046	2	0.968	2	17.962	2	0.044	2	0.880	2	0.012	2	1.029	2	0.905	2	0.012	2	0.026	2	0.003	2	1.046	2	0.027	2	0.003	2

5	18.02.21	1417	224	16.438	2	0.003	2	0.918	2	15.092	2	0.003	2	8.956	2	0.016	2	1.224	2	10.961	2	0.020	2	1.034	2	0.001	2	0.988	2	1.021	2	0.001	2	0.015	2	0.001	2	0.610	2	0.009	2	0.000	2	18.264	2	0.036	2	0.968	2	17.672	2	0.035	2	0.893	2	0.015	2	1.029	2	0.919	2	0.015	2	0.029	2	0.001	2	1.046	2	0.030	2	0.001	2

5	18.02.21	1418	226	13.838	2	0.007	2	0.918	2	12.705	2	0.006	2	5.289	2	0.008	2	1.224	2	6.473	2	0.010	2	0.892	2	0.000	2	0.988	2	0.881	2	0.000	2	0.013	2	0.000	2	0.610	2	0.008	2	0.000	2	16.067	2	0.008	2	0.968	2	15.547	2	0.008	2	0.787	2	0.001	2	1.029	2	0.810	2	0.001	2	0.029	2	0.000	2	1.046	2	0.030	2	0.000	2

5	18.02.21	1419	228	13.223	2	0.013	2	0.918	2	12.140	2	0.012	2	4.429	2	0.008	2	1.224	2	5.421	2	0.010	2	0.843	2	0.000	2	0.988	2	0.833	2	0.000	2	0.012	2	0.001	2	0.610	2	0.007	2	0.001	2	15.543	2	0.013	2	0.968	2	15.039	2	0.013	2	0.740	2	0.005	2	1.029	2	0.761	2	0.005	2	0.032	2	0.002	2	1.046	2	0.033	2	0.002	2

5	18.02.21	1420	230	13.426	2	0.001	2	0.918	2	12.326	2	0.001	2	4.271	2	0.023	2	1.224	2	5.227	2	0.029	2	0.839	2	0.000	2	0.988	2	0.829	2	0.000	2	0.015	2	0.001	2	0.610	2	0.009	2	0.001	2	15.845	2	0.058	2	0.968	2	15.332	2	0.056	2	0.737	2	0.005	2	1.029	2	0.758	2	0.005	2		5		5	1.046	2		5		5

5	18.02.21	1421	232	13.354	2	0.004	2	0.918	2	12.260	2	0.003	2	4.074	2	0.008	2	1.224	2	4.986	2	0.010	2	0.836	2	0.002	2	0.988	2	0.825	2	0.002	2	0.020	2	0.001	2	0.610	2	0.012	2	0.001	2	15.848	2	0.059	2	0.968	2	15.335	2	0.057	2	0.736	2	0.004	2	1.029	2	0.758	2	0.004	2	0.042	2		5	1.046	2	0.044	2		5

