Run_No.	Date	ID	Peak_No.	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_sd_QF	Si(OH)4_cd_CF	Si(OH)4_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_sd_QF	NO2_cd_CF	NO2_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	T(D)N_mean	T(D)N_mean_QF	T(D)N_sd	T(D)N_sd_QF	T(D)N_CF	T(D)N_CF_QF	T(D)N_mean_c	T(D)N_mean_c_QF	T(D)N_sd_c	T(D)N_sd_c_QF	T(D)P_mean	T(D)P_mean_QF	T(D)P_sd	T(D)P_sd_QF	T(D)P_CF	T(D)P_CF_QF	T(D)P_mean_c	T(D)P_mean_c_QF	T(D)P_sd_c	T(D)P_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_sd_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF

14	04.03.21	x442	359	0.521	2	0.001	2	0.914	2	0.476	2	0.001	2	0.271	2	0.010	2	1.241	2	0.336	2	0.012	2	0.021	2	0.003	2	0.946	2	0.020	2	0.003	2	0.014	2	0.001	2	0.370	2	0.005	2	0.001	2	4.329	2	0.033	2	0.963	2	4.168	2	0.032	2	0.121	2	0.040	2	1.037	2	0.125	2	0.041	2	0.969	2	0.001	2	0.982	2	0.951	2	0.001	2

14	04.03.21	x443	361	0.525	2	0.001	2	0.914	2	0.479	2	0.001	2	0.304	2	0.003	2	1.241	2	0.377	2	0.004	2	0.014	2	0.000	2	0.946	2	0.013	2	0.000	2	0.017	2	0.000	2	0.370	2	0.006	2	0.000	2	3.488	2	0.000	2	0.963	2	3.359	2	0.000	2	0.073	2	0.004	2	1.037	2	0.076	2	0.004	2	0.929	2	0.008	2	0.982	2	0.912	2	0.008	2

14	04.03.21	x444	363	0.336	2	0.001	2	0.914	2	0.307	2	0.001	2	0.325	2	0.002	2	1.241	2	0.403	2	0.003	2	0.003	2	0.001	2	0.946	2	0.002	2	0.001	2	0.015	2	0.001	2	0.370	2	0.005	2	0.000	2	2.332	2	0.009	2	0.963	2	2.245	2	0.009	2	0.061	2	0.010	2	1.037	2	0.063	2	0.010	2	0.464	2	0.004	2	0.982	2	0.455	2	0.003	2

14	04.03.21	x445	365	0.309	2	0.001	2	0.914	2	0.282	2	0.001	2	0.310	2	0.000	2	1.241	2	0.385	2	0.000	2	0.013	2	0.002	2	0.946	2	0.012	2	0.002	2	0.009	2	0.001	2	0.370	2	0.003	2	0.000	2	2.580	2	0.006	2	0.963	2	2.485	2	0.005	2	0.046	2	0.001	2	1.037	2	0.048	2	0.001	2	0.568	2	0.004	2	0.982	2	0.558	2	0.004	2

14	04.03.21	x446	371	0.419	2	0.002	2	0.914	2	0.382	2	0.002	2	0.317	2	0.011	2	1.241	2	0.393	2	0.014	2	0.026	2	0.001	2	0.946	2	0.025	2	0.001	2	0.012	3	0.000	3	0.370	2	0.004	3	0.000	3	2.684	2	0.002	2	0.963	2	2.584	2	0.002	2	0.054	2	0.011	2	1.037	2	0.055	2	0.011	2	0.780	2	0.001	2	0.982	2	0.766	2	0.001	2

14	04.03.21	x447	373	0.263	2	0.001	2	0.914	2	0.240	2	0.001	2	0.301	2	0.001	2	1.241	2	0.373	2	0.002	2	0.023	2	0.001	2	0.946	2	0.021	2	0.001	2	0.003	3	0.001	3	0.370	2	0.001	3	0.001	3	2.962	2	0.000	2	0.963	2	2.852	2	0.000	2	0.069	2	0.008	2	1.037	2	0.072	2	0.009	2	0.437	2	0.003	2	0.982	2	0.429	2	0.003	2

14	04.03.21	x448	375	0.305	2	0.002	2	0.914	2	0.278	2	0.002	2	0.350	2	0.002	2	1.241	2	0.434	2	0.003	2	0.040	2	0.001	2	0.946	2	0.038	2	0.001	2	0.004	3	0.001	3	0.370	2	0.001	3	0.000	3	3.837	2	0.032	2	0.963	2	3.695	2	0.031	2	0.085	2	0.004	2	1.037	2	0.088	2	0.004	2	0.360	2	0.005	2	0.982	2	0.353	2	0.005	2

14	04.03.21	x449	377	0.361	2	0.003	2	0.914	2	0.330	2	0.003	2	0.337	2	0.005	2	1.241	2	0.417	2	0.006	2	0.020	2	0.000	2	0.946	2	0.019	2	0.000	2	-0.001	3	0.001	3	0.370	2	-0.001	3	0.001	3	2.050	2	0.010	2	0.963	2	1.974	2	0.010	2	0.062	2	0.000	2	1.037	2	0.064	2	0.000	2	0.193	2	0.004	2	0.982	2	0.189	2	0.003	2

14	04.03.21	x450	379	0.548	2	0.001	2	0.914	2	0.500	2	0.001	2	0.241	2	0.001	2	1.241	2	0.298	2	0.001	2	0.014	2	0.001	2	0.946	2	0.013	2	0.001	2	0.002	3	0.001	3	0.370	2	0.001	3	0.001	3	2.685	2	0.000	2	0.963	2	2.586	2	0.000	2	0.058	2	0.017	2	1.037	2	0.060	2	0.018	2	0.769	2	0.001	2	0.982	2	0.755	2	0.001	2

14	04.03.21	x451	381	0.394	2	0.001	2	0.914	2	0.360	2	0.001	2	0.258	2	0.006	2	1.241	2	0.320	2	0.007	2	0.023	2	0.003	2	0.946	2	0.022	2	0.003	2	0.006	3	0.001	3	0.370	2	0.002	3	0.000	3	3.454	2	0.008	2	0.963	2	3.326	2	0.008	2	0.062	2	0.012	2	1.037	2	0.064	2	0.012	2	1.110	2	0.006	2	0.982	2	1.089	2	0.006	2

14	04.03.21	x452	383	0.311	2	0.001	2	0.914	2	0.284	2	0.001	2	0.302	2	0.006	2	1.241	2	0.375	2	0.007	2	0.034	2	0.001	2	0.946	2	0.032	2	0.001	2	0.004	3	0.001	3	0.370	2	0.001	3	0.001	3	2.661	2	0.021	2	0.963	2	2.563	2	0.020	2	0.063	2	0.004	2	1.037	2	0.065	2	0.004	2	0.471	2	0.001	2	0.982	2	0.462	2	0.001	2

14	04.03.21	x453	385	0.283	2	0.002	2	0.914	2	0.258	2	0.002	2	0.379	2	0.002	2	1.241	2	0.470	2	0.003	2	0.041	2	0.003	2	0.946	2	0.039	2	0.003	2	0.004	3	0.000	3	0.370	2	0.001	3	0.000	3	4.298	2	0.013	2	0.963	2	4.139	2	0.013	2	0.057	2	0.002	2	1.037	2	0.059	2	0.002	2	0.540	2	0.002	2	0.982	2	0.530	2	0.002	2

14	04.03.21	x454	387	0.315	2	0.001	2	0.914	2	0.288	2	0.001	2	0.441	2	0.001	2	1.241	2	0.547	2	0.001	2	0.034	2	0.001	2	0.946	2	0.032	2	0.001	2	0.013	3	0.015	3	0.370	2	0.005	3	0.005	3	2.954	2	0.017	2	0.963	2	2.845	2	0.016	2	0.059	2	0.009	2	1.037	2	0.061	2	0.010	2	0.721	2	0.001	2	0.982	2	0.707	2	0.001	2

14	04.03.21	x455	389	0.343	2	0.001	2	0.914	2	0.313	2	0.001	2	0.590	2	0.007	2	1.241	2	0.732	2	0.009	2	0.067	2	0.004	2	0.946	2	0.063	2	0.003	2	0.044	3	0.014	3	0.370	2	0.016	3	0.005	3	6.445	2	0.030	2	0.963	2	6.207	2	0.029	2	0.073	2	0.002	2	1.037	2	0.075	2	0.002	2	0.481	2	0.002	2	0.982	2	0.472	2	0.002	2

14	04.03.21	x456	391	0.287	2	0.000	2	0.914	2	0.262	2	0.000	2	0.595	2	0.006	2	1.241	2	0.738	2	0.008	2	0.058	2	0.004	2	0.946	2	0.054	2	0.003	2	0.039	3	0.004	3	0.370	2	0.014	3	0.002	3	6.159	2	0.001	2	0.963	2	5.931	2	0.001	2	0.055	2	0.001	2	1.037	2	0.057	2	0.001	2	0.313	2	0.006	2	0.982	2	0.307	2	0.006	2

14	04.03.21	x457	393	0.576	2	0.001	2	0.914	2	0.526	2	0.001	2	0.512	2	0.006	2	1.241	2	0.635	2	0.008	2	0.076	2	0.000	2	0.946	2	0.072	2	0.000	2	0.032	3	0.000	3	0.370	2	0.012	3	0.000	3	7.169	2	0.011	2	0.963	2	6.903	2	0.010	2	0.069	2	0.010	2	1.037	2	0.072	2	0.010	2	0.237	2	0.001	2	0.982	2	0.233	2	0.001	2

14	04.03.21	x458	395	0.218	2	0.001	2	0.914	2	0.199	2	0.001	2	0.290	2	0.003	2	1.241	2	0.360	2	0.004	2	0.030	2	0.003	2	0.946	2	0.028	2	0.003	2	0.015	3	0.001	3	0.370	2	0.006	3	0.001	3	4.397	2	0.005	2	0.963	2	4.234	2	0.005	2	0.089	2	0.045	2	1.037	2	0.092	2	0.047	2	0.141	2	0.006	2	0.982	2	0.138	2	0.006	2

14	04.03.21	x459	397	0.200	2	0.005	2	0.914	2	0.182	2	0.005	2	0.118	2	0.006	2	1.241	2	0.146	2	0.008	2	0.038	2	0.003	2	0.946	2	0.036	2	0.003	2	0.026	3	0.001	3	0.370	2	0.009	3	0.000	3	6.885	2	0.006	2	0.963	2	6.630	2	0.005	2	0.076	2	0.001	2	1.037	2	0.078	2	0.001	2	0.199	2	0.001	2	0.982	2	0.195	2	0.001	2

14	04.03.21	x460	399	0.197	2	0.000	2	0.914	2	0.180	2	0.000	2	0.062	2	0.018	2	1.241	2	0.076	2	0.022	2	0.028	2	0.001	2	0.946	2	0.026	2	0.001	2	0.017	3	0.001	3	0.370	2	0.006	3	0.000	3	5.172	2	0.026	2	0.963	2	4.980	2	0.025	2	0.082	2	0.019	2	1.037	2	0.084	2	0.020	2	0.182	2	0.008	2	0.982	2	0.178	2	0.008	2

14	04.03.21	x461	401	0.192	2	0.000	2	0.914	2	0.175	2	0.000	2	0.078	2	0.001	2	1.241	2	0.096	2	0.001	2	0.021	2	0.002	2	0.946	2	0.019	2	0.002	2	0.008	3	0.004	3	0.370	2	0.003	3	0.002	3	5.268	2	0.026	2	0.963	2	5.073	2	0.025	2	0.024	2	0.011	2	1.037	2	0.024	2	0.011	2	0.232	2	0.009	2	0.982	2	0.227	2	0.009	2

14	04.03.21	x462	403	0.250	2	0.002	2	0.914	2	0.228	2	0.002	2	0.140	2	0.004	2	1.241	2	0.174	2	0.005	2	0.043	2	0.002	2	0.946	2	0.040	2	0.002	2	0.039	3	0.007	3	0.370	2	0.014	3	0.003	3	4.940	2	0.004	2	0.963	2	4.757	2	0.004	2	0.034	2	0.002	2	1.037	2	0.035	2	0.002	2	0.270	2	0.006	2	0.982	2	0.265	2	0.006	2

14	04.03.21	x463	405	0.203	2	0.002	2	0.914	2	0.185	2	0.002	2	0.186	2	0.004	2	1.241	2	0.231	2	0.005	2	0.053	2	0.001	2	0.946	2	0.050	2	0.001	2	0.035	3	0.001	3	0.370	2	0.013	3	0.000	3	5.218	2	0.030	2	0.963	2	5.025	2	0.029	2	0.057	2	0.007	2	1.037	2	0.059	2	0.007	2	0.195	2	0.000	2	0.982	2	0.191	2	0.000	2

14	04.03.21	x464	407	0.201	2	0.000	2	0.914	2	0.184	2	0.000	2	0.179	2	0.002	2	1.241	2	0.221	2	0.003	2	0.043	2	0.003	2	0.946	2	0.041	2	0.003	2	0.016	3	0.004	3	0.370	2	0.006	3	0.002	3	4.321	2	0.019	2	0.963	2	4.161	2	0.018	2	0.077	2	0.008	2	1.037	2	0.080	2	0.009	2	0.194	2	0.004	2	0.982	2	0.190	2	0.003	2

14	04.03.21	x465	409	0.190	2	0.004	2	0.914	2	0.173	2	0.003	2	0.190	2	0.001	2	1.241	2	0.235	2	0.001	2	0.037	2	0.000	2	0.946	2	0.035	2	0.000	2	0.024	3	0.001	3	0.370	2	0.009	3	0.001	3	2.695	2	0.012	2	0.963	2	2.595	2	0.012	2	0.059	2	0.001	2	1.037	2	0.061	2	0.001	2	0.131	2	0.007	2	0.982	2	0.129	2	0.007	2

14	04.03.21	x466	411	0.228	2	0.001	2	0.914	2	0.208	2	0.001	2	0.369	2	0.001	2	1.241	2	0.457	2	0.001	2	0.027	2	0.002	2	0.946	2	0.025	2	0.002	2	0.022	3	0.002	3	0.370	2	0.008	3	0.001	3	3.510	2	0.007	2	0.963	2	3.380	2	0.007	2	0.098	2	0.059	2	1.037	2	0.102	2	0.062	2	0.089	2	0.003	2	0.982	2	0.087	2	0.003	2

14	04.03.21	x467	413	0.205	2	0.001	2	0.914	2	0.187	2	0.001	2	0.210	2	0.004	2	1.241	2	0.261	2	0.005	2	0.030	2	0.001	2	0.946	2	0.028	2	0.001	2	0.014	3	0.001	3	0.370	2	0.005	3	0.001	3	3.730	2	0.040	2	0.963	2	3.592	2	0.039	2	0.093	2	0.061	2	1.037	2	0.096	2	0.063	2	0.170	2	0.004	2	0.982	2	0.167	2	0.004	2

14	04.03.21	x468	415	0.323	2	0.001	2	0.914	2	0.295	2	0.001	2	0.254	2	0.002	2	1.241	2	0.315	2	0.003	2	0.053	2	0.003	2	0.946	2	0.050	2	0.003	2	0.027	3	0.002	3	0.370	2	0.010	3	0.001	3	5.893	2	0.005	2	0.963	2	5.675	2	0.005	2	0.068	2	0.013	2	1.037	2	0.070	2	0.014	2	0.277	2	0.005	2	0.982	2	0.271	2	0.005	2

14	04.03.21	x469	417	0.206	2	0.000	2	0.914	2	0.188	2	0.000	2	0.328	2	0.004	2	1.241	2	0.406	2	0.004	2	0.064	2	0.003	2	0.946	2	0.061	2	0.003	2	0.045	3	0.014	3	0.370	2	0.017	3	0.005	3	4.596	2	0.040	2	0.963	2	4.426	2	0.038	2	0.072	2	0.020	2	1.037	2	0.075	2	0.021	2	0.239	2	0.003	2	0.982	2	0.235	2	0.003	2

14	04.03.21	x470	419	0.200	2	0.003	2	0.914	2	0.183	2	0.003	2	0.281	2	0.007	2	1.241	2	0.349	2	0.009	2	0.034	2	0.001	2	0.946	2	0.032	2	0.001	2	0.067	3	0.001	3	0.370	2	0.025	3	0.000	3	4.183	2	0.002	2	0.963	2	4.028	2	0.002	2	0.050	2	0.006	2	1.037	2	0.052	2	0.006	2	0.181	2	0.005	2	0.982	2	0.177	2	0.005	2

14	04.03.21	x471	425	0.210	2	0.001	2	0.914	2	0.192	2	0.001	2	0.401	2	0.009	2	1.241	2	0.497	2	0.011	2	0.051	2	0.001	2	0.946	2	0.048	2	0.001	2	0.050	3	0.003	3	0.370	2	0.018	3	0.001	3	4.371	2	0.010	2	0.963	2	4.209	2	0.010	2	0.073	2	0.007	2	1.037	2	0.076	2	0.007	2	0.056	2	0.001	2	0.982	2	0.055	2	0.001	2

14	04.03.21	x472	427	0.655	2	0.000	2	0.914	2	0.598	2	0.000	2	0.367	2	0.004	2	1.241	2	0.455	2	0.004	2	0.065	2	0.001	2	0.946	2	0.062	2	0.001	2	0.049	3	0.001	3	0.370	2	0.018	3	0.000	3	5.647	2	0.016	2	0.963	2	5.438	2	0.016	2	0.085	2	0.008	2	1.037	2	0.088	2	0.009	2	0.318	2	0.014	2	0.982	2	0.312	2	0.014	2

14	04.03.21	x473	429	0.216	2	0.004	2	0.914	2	0.197	2	0.003	2	0.386	2	0.001	2	1.241	2	0.478	2	0.001	2	0.045	2	0.001	2	0.946	2	0.042	2	0.001	2	0.040	3	0.002	3	0.370	2	0.015	3	0.001	3	4.614	2	0.067	2	0.963	2	4.443	2	0.065	2	0.127	2	0.064	2	1.037	2	0.131	2	0.067	2	0.128	2	0.005	2	0.982	2	0.125	2	0.005	2

14	04.03.21	x474	431	0.281	2	0.001	2	0.914	2	0.257	2	0.001	2	0.752	2	0.001	2	1.241	2	0.932	2	0.001	2	0.078	2	0.001	2	0.946	2	0.074	2	0.001	2	0.086	3	0.004	3	0.370	2	0.032	3	0.001	3	7.274	2	0.023	2	0.963	2	7.005	2	0.022	2	0.086	2	0.008	2	1.037	2	0.089	2	0.009	2	0.122	2	0.004	2	0.982	2	0.120	2	0.004	2

14	04.03.21	x475	433	0.219	2	0.003	2	0.914	2	0.200	2	0.003	2	0.648	2	0.011	2	1.241	2	0.803	2	0.013	2	0.067	2	0.004	2	0.946	2	0.063	2	0.003	2	0.072	3	0.001	3	0.370	2	0.026	3	0.000	3	4.972	2	0.025	2	0.963	2	4.788	2	0.025	2	0.081	2	0.013	2	1.037	2	0.084	2	0.013	2	0.016	2	0.006	2	0.982	2	0.016	2	0.006	2

14	04.03.21	x476	435	0.205	2	0.001	2	0.914	2	0.187	2	0.001	2	0.620	2	0.005	2	1.241	2	0.769	2	0.006	2	0.084	2	0.004	2	0.946	2	0.079	2	0.004	2	0.068	3	0.001	3	0.370	2	0.025	3	0.001	3	4.696	2	0.008	2	0.963	2	4.522	2	0.008	2	0.082	2	0.013	2	1.037	2	0.084	2	0.014	2	0.159	2	0.003	2	0.982	2	0.156	2	0.003	2

14	04.03.21	x477	437	0.220	2	0.002	2	0.914	2	0.201	2	0.002	2	0.613	2	0.003	2	1.241	2	0.761	2	0.004	2	0.073	2	0.005	2	0.946	2	0.069	2	0.005	2	0.067	3	0.000	3	0.370	2	0.025	3	0.000	3	5.250	2	0.030	2	0.963	2	5.056	2	0.029	2	0.095	2	0.007	2	1.037	2	0.098	2	0.007	2	0.088	2	0.000	2	0.982	2	0.086	2	0.000	2

14	04.03.21	x478	439	0.232	2	0.003	2	0.914	2	0.212	2	0.003	2	0.631	2	0.012	2	1.241	2	0.782	2	0.015	2	0.094	2	0.001	2	0.946	2	0.089	2	0.001	2	0.068	3	0.004	3	0.370	2	0.025	3	0.002	3	6.141	2	0.006	2	0.963	2	5.913	2	0.006	2	0.101	2	0.002	2	1.037	2	0.104	2	0.002	2	0.168	2	0.006	2	0.982	2	0.165	2	0.006	2

14	04.03.21	x479	441	0.208	2	0.001	2	0.914	2	0.190	2	0.001	2	0.534	2	0.001	2	1.241	2	0.663	2	0.002	2	0.057	2	0.005	2	0.946	2	0.053	2	0.005	2	0.079	3	0.005	3	0.370	2	0.029	3	0.002	3	5.816	2	0.027	2	0.963	2	5.601	2	0.026	2	0.087	2	0.006	2	1.037	2	0.090	2	0.007	2	0.090	2	0.005	2	0.982	2	0.088	2	0.005	2

14	04.03.21	x480	443	0.375	2	0.001	2	0.914	2	0.343	2	0.001	2	0.549	2	0.008	2	1.241	2	0.681	2	0.010	2	0.079	2	0.003	2	0.946	2	0.075	2	0.003	2	0.081	3	0.004	3	0.370	2	0.030	3	0.001	3	7.181	2	0.047	2	0.963	2	6.915	2	0.046	2	0.087	2	0.019	2	1.037	2	0.090	2	0.020	2	0.247	2	0.000	2	0.982	2	0.243	2	0.000	2

14	04.03.21	x481	445	0.215	2	0.001	2	0.914	2	0.196	2	0.001	2	0.560	2	0.005	2	1.241	2	0.694	2	0.006	2	0.073	2	0.000	2	0.946	2	0.069	2	0.000	2	0.082	3	0.000	3	0.370	2	0.030	3	0.000	3	5.889	2	0.006	2	0.963	2	5.671	2	0.005	2	0.089	2	0.013	2	1.037	2	0.092	2	0.014	2	0.130	2	0.002	2	0.982	2	0.127	2	0.002	2

14	04.03.21	x482	447	0.186	2	0.001	2	0.914	2	0.170	2	0.001	2	0.604	2	0.006	2	1.241	2	0.749	2	0.007	2	0.054	2	0.001	2	0.946	2	0.051	2	0.001	2	0.065	3	0.002	3	0.370	2	0.024	3	0.001	3	3.286	2	0.054	2	0.963	2	3.164	2	0.052	2	0.074	2	0.006	2	1.037	2	0.076	2	0.007	2	0.133	2	0.011	2	0.982	2	0.131	2	0.011	2

14	04.03.21	x483	449	0.298	2	0.001	2	0.914	2	0.272	2	0.001	2	0.610	2	0.007	2	1.241	2	0.757	2	0.009	2	0.077	2	0.001	2	0.946	2	0.072	2	0.001	2	0.072	3	0.006	3	0.370	2	0.027	3	0.002	3	5.848	2	0.037	2	0.963	2	5.631	2	0.036	2	0.075	2	0.013	2	1.037	2	0.078	2	0.013	2	0.206	2	0.008	2	0.982	2	0.202	2	0.008	2

14	04.03.21	x484	451	0.234	2	0.001	2	0.914	2	0.213	2	0.001	2	0.753	2	0.007	2	1.241	2	0.934	2	0.009	2	0.113	2	0.001	2	0.946	2	0.106	2	0.001	2	0.086	3	0.013	3	0.370	2	0.032	3	0.005	3	5.384	2	0.013	2	0.963	2	5.185	2	0.012	2	0.112	2	0.004	2	1.037	2	0.116	2	0.004	2	0.043	2	0.002	2	0.982	2	0.042	2	0.002	2

14	04.03.21	x485	453	0.228	2	0.003	2	0.914	2	0.208	2	0.003	2	0.705	2	0.004	2	1.241	2	0.875	2	0.005	2	0.066	2	0.001	2	0.946	2	0.062	2	0.001	2	0.080	3	0.003	3	0.370	2	0.030	3	0.001	3	5.974	2	0.014	2	0.963	2	5.753	2	0.014	2	0.095	2	0.001	2	1.037	2	0.098	2	0.001	2	0.078	2	0.004	2	0.982	2	0.076	2	0.003	2

14	04.03.21	x486	455	0.195	2	0.001	2	0.914	2	0.178	2	0.001	2	0.659	2	0.009	2	1.241	2	0.817	2	0.011	2	0.050	2	0.001	2	0.946	2	0.047	2	0.001	2	0.039	3	0.003	3	0.370	2	0.014	3	0.001	3	2.685	2	0.014	2	0.963	2	2.586	2	0.014	2	0.071	2	0.011	2	1.037	2	0.073	2	0.011	2	0.071	2	0.004	2	0.982	2	0.070	2	0.004	2

14	04.03.21	x487	457	0.195	2	0.000	2	0.914	2	0.178	2	0.000	2	0.684	2	0.013	2	1.241	2	0.849	2	0.016	2	0.091	2	0.000	2	0.946	2	0.086	2	0.000	2	0.068	3	0.000	3	0.370	2	0.025	3	0.000	3	2.912	2	0.028	2	0.963	2	2.804	2	0.027	2	0.096	2	0.001	2	1.037	2	0.100	2	0.001	2	0.080	2	0.003	2	0.982	2	0.079	2	0.003	2

14	04.03.21	x488	459	0.166	2	0.001	2	0.914	2	0.152	2	0.001	2	0.623	2	0.007	2	1.241	2	0.773	2	0.009	2	0.049	2	0.001	2	0.946	2	0.046	2	0.001	2	0.039	3	0.002	3	0.370	2	0.014	3	0.001	3	1.822	2	0.008	2	0.963	2	1.755	2	0.008	2	0.064	2	0.001	2	1.037	2	0.066	2	0.001	2	0.090	2	0.000	2	0.982	2	0.088	2	0.000	2

14	04.03.21	x489	461	0.160	2	0.002	2	0.914	2	0.146	2	0.002	2	0.565	2	0.005	2	1.241	2	0.700	2	0.006	2	0.045	2	0.004	2	0.946	2	0.042	2	0.003	2	0.024	3	0.008	3	0.370	2	0.009	3	0.003	3	1.599	2	0.021	2	0.963	2	1.540	2	0.020	2	0.040	2	0.002	2	1.037	2	0.041	2	0.002	2	0.084	2	0.006	2	0.982	2	0.082	2	0.006	2

14	04.03.21	x490	463	0.199	2	0.001	2	0.914	2	0.181	2	0.001	2	0.575	2	0.001	2	1.241	2	0.713	2	0.002	2	0.124	2	0.002	2	0.946	2	0.117	2	0.002	2	0.034	3	0.003	3	0.370	2	0.013	3	0.001	3	3.705	2	0.069	2	0.963	2	3.568	2	0.067	2	0.137	2	0.020	2	1.037	2	0.142	2	0.021	2	0.112	2	0.001	2	0.982	2	0.109	2	0.001	2

14	04.03.21	x491	465	0.162	2	0.001	2	0.914	2	0.148	2	0.001	2	0.635	2	0.004	2	1.241	2	0.787	2	0.004	2	0.050	2	0.009	2	0.946	2	0.047	2	0.009	2	0.053	3	0.001	3	0.370	2	0.019	3	0.000	3	3.610	2	0.005	2	0.963	2	3.476	2	0.005	2	0.105	2	0.014	2	1.037	2	0.109	2	0.015	2	-0.036	2	0.001	2	0.982	2	-0.036	2	0.001	2

14	04.03.21	x492	467	0.358	2	0.002	2	0.914	2	0.327	2	0.002	2	0.627	2	0.002	2	1.241	2	0.777	2	0.003	2	0.052	2	0.002	2	0.946	2	0.049	2	0.002	2	0.021	3	0.001	3	0.370	2	0.008	3	0.001	3	4.525	2	0.016	2	0.963	2	4.358	2	0.015	2	0.091	2	0.001	2	1.037	2	0.094	2	0.001	2	0.732	2	0.004	2	0.982	2	0.718	2	0.003	2

14	04.03.21	x493	469	0.240	2	0.001	2	0.914	2	0.219	2	0.001	2	0.699	2	0.001	2	1.241	2	0.867	2	0.002	2	0.054	2	0.000	2	0.946	2	0.051	2	0.000	2	0.024	3	0.002	3	0.370	2	0.009	3	0.001	3	3.135	2	0.014	2	0.963	2	3.019	2	0.014	2	0.111	2	0.016	2	1.037	2	0.115	2	0.016	2	0.324	2	0.003	2	0.982	2	0.318	2	0.003	2

14	04.03.21	x494	471	0.199	2	0.000	2	0.914	2	0.182	2	0.000	2	0.605	2	0.011	2	1.241	2	0.751	2	0.014	2	0.046	2	0.001	2	0.946	2	0.043	2	0.001	2	0.025	3	0.004	3	0.370	2	0.009	3	0.001	3	2.597	2	0.028	2	0.963	2	2.500	2	0.027	2	0.123	2	0.026	2	1.037	2	0.127	2	0.027	2	0.257	2	0.006	2	0.982	2	0.252	2	0.006	2

14	04.03.21	x495	473	0.293	2	0.001	2	0.914	2	0.267	2	0.001	2	0.613	2	0.004	2	1.241	2	0.760	2	0.004	2	0.047	2	0.002	2	0.946	2	0.044	2	0.002	2	0.032	3	0.004	3	0.370	2	0.012	3	0.001	3	3.638	2	0.021	2	0.963	2	3.503	2	0.020	2	0.075	2	0.015	2	1.037	2	0.077	2	0.015	2	0.616	2	0.004	2	0.982	2	0.604	2	0.003	2

																																																																									

15	05.03.21	x496	47	0.341	2	0.001	2	0.911	2	0.311	2	0.001	2	0.604	2	0.004	2	1.239	2	0.748	2	0.005	2	0.069	2	0.000	2	0.938	2	0.065	2	0.000	2	0.019	2	0.001	2	0.681	2	0.013	2	0.001	2	3.642	2	0.004	2	0.981	2	3.571	2	0.004	2	0.092	2	0.004	2	1.031	2	0.095	2	0.004	2	0.582	2	0.005	2	1.042	2	0.606	2	0.005	2

15	05.03.21	x497	49	0.248	2	0.001	2	0.911	2	0.225	2	0.001	2	0.630	2	0.000	2	1.239	2	0.781	2	0.000	2	0.071	2	0.005	2	0.938	2	0.066	2	0.005	2	0.019	2	0.004	2	0.681	2	0.013	2	0.002	2	2.545	2	0.011	2	0.981	2	2.495	2	0.010	2	0.104	2	0.004	2	1.031	2	0.107	2	0.004	2	0.276	2	0.000	2	1.042	2	0.288	2	0.000	2

15	05.03.21	x498	51	0.235	2	0.001	2	0.911	2	0.214	2	0.001	2	0.587	2	0.004	2	1.239	2	0.727	2	0.005	2	0.066	2	0.000	2	0.938	2	0.062	2	0.000	2	0.019	2	0.002	2	0.681	2	0.013	2	0.001	2	2.259	2	0.020	2	0.981	2	2.215	2	0.019	2	0.105	2	0.011	2	1.031	2	0.108	2	0.011	2	0.233	2	0.002	2	1.042	2	0.242	2	0.002	2

15	05.03.21	x499	53	0.217	2	0.001	2	0.911	2	0.197	2	0.001	2	0.590	2	0.006	2	1.239	2	0.731	2	0.008	2	0.061	2	0.004	2	0.938	2	0.057	2	0.003	2	0.023	2	0.001	2	0.681	2	0.015	2	0.000	2	2.095	2	0.035	2	0.981	2	2.054	2	0.035	2	0.112	2	0.003	2	1.031	2	0.115	2	0.003	2	0.179	2	0.004	2	1.042	2	0.187	2	0.004	2

15	05.03.21	x500	55	0.342	2	0.001	2	0.911	2	0.311	2	0.001	2	0.677	2	0.001	2	1.239	2	0.838	2	0.001	2	0.062	2	0.002	2	0.938	2	0.058	2	0.002	2	0.015	2	0.001	2	0.681	2	0.010	2	0.001	2	4.058	2	0.048	2	0.981	2	3.979	2	0.047	2	0.125	2	0.001	2	1.031	2	0.129	2	0.001	2	0.714	2	0.001	2	1.042	2	0.744	2	0.001	2

