Run No.	Date	Sample ID	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_cd_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_stdev_QF	NO2_cd_CF	NO2_cd_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_cd_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_stdev_QF	Si(OH)4_cd_CF	Si(OH)4_cd_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_stdev_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF 
20	02.01.20	PS122-2_200102_N10	0.923	2	0.001	2	0.8028	11	0.741	2	0.001	2	0.000	2	0.000	2	0.482	2	0.000	2	0.000	2	11.411	2	0.006	2	1.070	2	12.210	2	0.006	2	2.835	2	0.001	2	1.864	2	5.284	2	0.001	2	-0.002	2	0.001	2	0.884	2	-0.002	2	0.001	2
20	02.01.20	PS122-2_200102_N9	0.951	2	0.001	2	0.8028	11	0.763	2	0.001	2	0.003	2	0.000	2	0.482	2	0.001	2	0.000	2	11.495	2	0.058	2	1.070	2	12.300	2	0.062	2	3.130	2	0.022	2	1.864	2	5.834	2	0.041	2	0.013	2	0.013	2	0.884	2	0.011	2	0.011	2
20	02.01.20	PS122-2_200102_N7	1.009	2	0.001	2	0.8028	11	0.810	2	0.000	2	0.001	2	0.001	2	0.482	2	0.001	2	0.000	2	11.849	2	0.024	2	1.070	2	12.679	2	0.026	2	3.729	2	0.008	2	1.864	2	6.952	2	0.015	2	-0.005	2	0.002	2	0.884	2	-0.005	2	0.002	2
20	02.01.20	PS122-2_200102_N6	1.214	2	0.001	2	0.8028	11	0.974	2	0.001	2	0.001	2	0.000	2	0.482	2	0.000	2	0.000	2	13.899	2	0.004	2	1.070	2	14.872	2	0.004	2	5.849	2	0.004	2	1.864	2	10.903	2	0.007	2	0.002	2	0.006	2	0.884	2	0.002	2	0.005	2
20	02.01.20	PS122-2_200102_N5	1.225	2	0.001	2	0.8028	11	0.983	2	0.001	2	0.001	2	0.000	2	0.482	2	0.000	2	0.000	2	14.024	2	0.014	2	1.070	2	15.006	2	0.015	2	6.046	2	0.019	2	1.864	2	11.270	2	0.036	2	-0.004	2	0.001	2	0.884	2	-0.004	2	0.001	2
20	02.01.20	PS122-2_200102_N4	1.234	2	0.003	2	0.8028	11	0.991	2	0.002	2	-0.001	2	0.001	2	0.482	2	-0.001	2	0.001	2	14.020	2	0.052	2	1.070	2	15.002	2	0.055	2	6.186	2	0.004	2	1.864	2	11.532	2	0.008	2	-0.003	2	0.001	2	0.884	2	-0.003	2	0.001	2
20	02.01.20	PS122-2_200102_N3	1.238	2	0.003	2	0.8028	11	0.994	2	0.002	2	0.000	2	0.000	2	0.482	2	0.000	2	0.000	2	13.984	2	0.019	2	1.070	2	14.963	2	0.020	2	6.244	2	0.013	2	1.864	2	11.639	2	0.025	2	0.007	2	0.006	2	0.884	2	0.006	2	0.005	2
20	02.01.20	PS122-2_200102_N2	1.238	2	0.001	2	0.8028	11	0.994	2	0.001	2	0.001	2	0.001	2	0.482	2	0.000	2	0.000	2	13.922	2	0.001	2	1.070	2	14.897	2	0.002	2	6.278	2	0.009	2	1.864	2	11.703	2	0.017	2	0.001	2	0.000	2	0.884	2	0.001	2	0.000	2
20	02.01.20	PS122-2_200102_N1	1.241	2	0.002	2	0.8028	11	0.996	2	0.002	2	0.002	2	0.002	2	0.482	2	0.001	2	0.001	2	13.941	2	0.005	2	1.070	2	14.918	2	0.005	2	6.307	2	0.022	2	1.864	2	11.758	2	0.040	2	0.006	2	0.007	2	0.884	2	0.005	2	0.006	2
20	02.01.20	Ex8_06122019_A	0.932	2	0.002	2	0.8028	11	0.748	2	0.002	2	0.010	2	0.001	2	0.482	2	0.005	2	0.000	2	11.331	2	0.046	2	1.070	2	12.125	2	0.049	2	2.922	2	0.006	2	1.864	2	5.448	2	0.010	2	0.116	2	0.010	2	0.884	2	0.102	2	0.009	2
20	02.01.20	Ex8_06122019_B	0.935	2	0.001	2	0.8028	11	0.750	2	0.001	2	0.011	2	0.001	2	0.482	2	0.005	2	0.000	2	11.449	2	0.011	2	1.070	2	12.250	2	0.011	2	2.915	2	0.001	2	1.864	2	5.434	2	0.003	2	0.120	2	0.001	2	0.884	2	0.106	2	0.001	2
20	02.01.20	Ex8_06122019_C	0.935	2	0.002	2	0.8028	11	0.750	2	0.002	2	0.008	2	0.000	2	0.482	2	0.004	2	0.000	2	11.277	2	0.249	2	1.070	2	12.067	2	0.266	2	2.917	2	0.011	2	1.864	2	5.437	2	0.020	2	0.141	2	0.001	2	0.884	2	0.124	2	0.001	2
20	02.01.20	Ex9_21122019_A	0.458	2	0.002	2	0.8028	11	0.367	2	0.002	2	0.114	2	0.001	2	0.482	2	0.055	2	0.000	2	0.829	2	0.020	2	1.070	2	0.887	2	0.021	2	2.172	2	0.004	2	1.864	2	4.049	2	0.008	2	0.439	2	0.002	2	0.884	2	0.388	2	0.001	2
20	02.01.20	Ex9_21122019_B	0.462	2	0.001	2	0.8028	11	0.370	2	0.001	2	0.114	2	0.001	2	0.482	2	0.055	2	0.000	2	0.826	2	0.001	2	1.070	2	0.884	2	0.002	2	2.169	2	0.006	2	1.864	2	4.044	2	0.011	2	0.491	2	0.000	2	0.884	2	0.434	2	0.000	2
20	02.01.20	Ex9_21122019_C	0.456	2	0.001	2	0.8028	11	0.366	2	0.001	2	0.115	2	0.000	2	0.482	2	0.055	2	0.000	2	0.825	2	0.001	2	1.070	2	0.882	2	0.001	2	2.169	2	0.007	2	1.864	2	4.044	2	0.013	2	0.441	2	0.001	2	0.884	2	0.390	2	0.001	2
																																																				
21	07.01.20	OC_20200104_N1	0.800	2	0.001	2	0.984	2	0.787	2	0.001	2	0.005	2	0.001	2	0.581	2	0.003	2	0.000	2	12.480	2	0.031	2	0.981	2	12.241	2	0.030	2	4.537	2	0.021	2	1.218	2	5.526	2	0.025	2	1.277	2	0.030	2	0.850	2	1.086	2	0.026	2
21	07.01.20	OC_20200104_N2	0.805	2	0.001	2	0.984	2	0.792	2	0.001	2	0.004	2	0.001	2	0.581	2	0.002	2	0.000	2	12.587	2	0.003	2	0.981	2	12.346	2	0.003	2	4.560	2	0.011	2	1.218	2	5.554	2	0.014	2	0.462	2	0.009	2	0.850	2	0.392	2	0.008	2
21	07.01.20	OC_20200104_N3	0.797	2	0.001	2	0.984	2	0.784	2	0.001	2	0.004	2	0.002	2	0.581	2	0.002	2	0.001	2	12.429	2	0.006	2	0.981	2	12.190	2	0.006	2	4.366	2	0.004	2	1.218	2	5.317	2	0.004	2	0.425	2	0.002	2	0.850	2	0.361	2	0.002	2
21	07.01.20	OC_20200104_N5	0.794	2	0.002	2	0.984	2	0.781	2	0.002	2	0.005	2	0.001	2	0.581	2	0.003	2	0.000	2	12.346	2	0.018	2	0.981	2	12.110	2	0.018	2	4.297	2	0.005	2	1.218	2	5.234	2	0.006	2	0.552	2	0.010	2	0.850	2	0.469	2	0.008	2
21	07.01.20	OC_20200104_N6	0.795	2	0.000	2	0.984	2	0.782	2	0.000	2	0.005	2	0.001	2	0.581	2	0.003	2	0.001	2	12.353	2	0.006	2	0.981	2	12.116	2	0.006	2	4.273	2	0.001	2	1.218	2	5.204	2	0.001	2	0.767	2	0.003	2	0.850	2	0.652	2	0.002	2
21	07.01.20	OC_20200104_N7	0.765	2	0.001	2	0.984	2	0.752	2	0.001	2	0.006	2	0.000	2	0.581	2	0.003	2	0.000	2	11.807	2	0.006	2	0.981	2	11.581	2	0.006	2	3.951	2	0.001	2	1.218	2	4.812	2	0.002	2	0.619	2	0.003	2	0.850	2	0.526	2	0.002	2
21	07.01.20	OC_20200104_N8	0.728	2	0.000	2	0.984	2	0.716	2	0.000	2	0.006	2	0.000	2	0.581	2	0.003	2	0.000	2	10.712	2	0.014	2	0.981	2	10.507	2	0.014	2	4.175	2	0.001	2	1.218	2	5.085	2	0.002	2	0.314	2	0.002	2	0.850	2	0.267	2	0.002	2
21	07.01.20	OC_20200104_N9	0.566	2	0.000	2	0.984	2	0.557	2	0.000	2	0.013	2	0.002	2	0.581	2	0.007	2	0.001	2	7.605	2	0.011	2	0.981	2	7.459	2	0.010	2	2.656	2	0.001	2	1.218	2	3.235	2	0.002	2	0.151	2	0.016	2	0.850	2	0.128	2	0.013	2
21	07.01.20	OC_20200104_N9	0.531	2	0.004	2	0.984	2	0.522	2	0.004	2	0.014	2	0.001	2	0.581	2	0.008	2	0.000	2	6.461	2	0.007	2	0.981	2	6.337	2	0.007	2	3.059	2	0.001	2	1.218	2	3.726	2	0.002	2	0.126	2	0.000	2	0.850	2	0.107	2	0.000	2
21	07.01.20	OC_20200104_N10	0.456	2	0.002	2	0.984	2	0.448	2	0.002	2	0.020	2	0.001	2	0.581	2	0.011	2	0.000	2	4.412	2	0.006	2	0.981	2	4.327	2	0.006	2	3.654	2	0.006	2	1.218	2	4.451	2	0.007	2	2.477	10	0.064	2	0.850	2	2.106	2	0.054	2
21	07.01.20	OC_20200104_N11	0.389	2	0.001	2	0.984	2	0.383	2	0.001	2	0.122	2	0.002	2	0.581	2	0.071	2	0.001	2	1.265	2	0.008	2	0.981	2	1.240	2	0.008	2	3.651	2	0.011	2	1.218	2	4.446	2	0.013	2	2.688	10	0.070	2	0.850	2	2.285	10	0.060	2
21	07.01.20	OC_20200104_N12	0.388	2	0.002	2	0.984	2	0.382	2	0.002	2	0.140	2	0.002	2	0.581	2	0.081	2	0.001	2	1.046	2	0.003	2	0.981	2	1.026	2	0.002	2	3.901	2	0.003	2	1.218	2	4.752	2	0.004	2	0.985	2	0.007	2	0.850	2	0.838	2	0.006	2
21	07.01.20	OC_20200106_N12	0.383	2	0.002	2	0.984	2	0.376	2	0.002	2	0.128	2	0.000	2	0.581	2	0.074	2	0.000	2	0.949	2	0.001	2	0.981	2	0.930	2	0.001	2	3.867	2	0.021	2	1.218	2	4.710	2	0.026	2	0.264	2	0.001	2	0.850	2	0.224	2	0.001	2
21	07.01.20	OC_20200106_N11	0.376	2	0.002	2	0.984	2	0.370	2	0.002	2	0.125	2	0.002	2	0.581	2	0.073	2	0.001	2	0.941	2	0.001	2	0.981	2	0.923	2	0.001	2	3.800	2	0.025	2	1.218	2	4.629	2	0.031	2	0.737	2	0.004	2	0.850	2	0.627	2	0.003	2
21	07.01.20	OC_20200106_N10	0.373	2	0.001	2	0.984	2	0.366	2	0.001	2	0.128	2	0.000	2	0.581	2	0.074	2	0.000	2	0.930	2	0.001	2	0.981	2	0.912	2	0.001	2	3.721	2	0.001	2	1.218	2	4.532	2	0.001	2	0.835	2	0.001	2	0.850	2	0.709	2	0.001	2
21	07.01.20	OC_20200106_N9	0.351	2	0.000	2	0.984	2	0.345	2	0.000	2	0.091	2	0.001	2	0.581	2	0.053	2	0.000	2	1.301	2	0.003	2	0.981	2	1.276	2	0.003	2	3.414	2	0.004	2	1.218	2	4.158	2	0.005	2	0.442	2	0.001	2	0.850	2	0.376	2	0.001	2
21	07.01.20	OC_20200106_N7A	0.374	2	0.001	2	0.984	2	0.368	2	0.001	2	0.013	2	0.001	2	0.581	2	0.007	2	0.000	2	2.942	2	0.010	2	0.981	2	2.886	2	0.010	2	3.198	2	0.008	2	1.218	2	3.895	2	0.009	2	0.076	2	0.001	2	0.850	2	0.064	2	0.001	2
21	07.01.20	OC_20200106_N7B	0.518	2	0.000	2	0.984	2	0.509	2	0.000	2	0.013	2	0.005	2	0.581	2	0.007	2	0.003	2	6.292	2	0.008	2	0.981	2	6.171	2	0.008	2	2.857	2	0.006	2	1.218	2	3.480	2	0.007	2	0.348	2	0.002	2	0.850	2	0.296	2	0.001	2
21	07.01.20	OC_20200106_N6	0.556	2	0.001	2	0.984	2	0.546	2	0.001	2	0.009	2	0.002	2	0.581	2	0.005	2	0.001	2	7.077	2	0.007	2	0.981	2	6.941	2	0.007	2	2.910	2	0.000	2	1.218	2	3.544	2	0.000	2	0.454	2	0.001	2	0.850	2	0.386	2	0.001	2
21	07.01.20	OC_20200106_N5	0.732	2	0.001	2	0.984	2	0.719	2	0.001	2	0.004	2	0.001	2	0.581	2	0.002	2	0.001	2	10.826	2	0.023	2	0.981	2	10.619	2	0.022	2	3.908	2	0.012	2	1.218	2	4.759	2	0.015	2	0.079	2	0.001	2	0.850	2	0.067	2	0.001	2
21	07.01.20	OC_20200106_N4	0.797	2	0.000	2	0.984	2	0.784	2	0.000	2	0.004	2	0.000	2	0.581	2	0.002	2	0.000	2	12.280	2	0.004	2	0.981	2	12.044	2	0.003	2	4.273	2	0.008	2	1.218	2	5.204	2	0.009	2	0.054	2	0.000	2	0.850	2	0.046	2	0.000	2
21	07.01.20	OC_20200106_N3	0.800	2	0.001	2	0.984	2	0.787	2	0.001	2	0.005	2	0.000	2	0.581	2	0.003	2	0.000	2	12.320	2	0.002	2	0.981	2	12.083	2	0.002	2	4.339	2	0.001	2	1.218	2	5.284	2	0.001	2	0.063	2	0.000	2	0.850	2	0.054	2	0.000	2
21	07.01.20	OC_20200106_N2	0.811	2	0.001	2	0.984	2	0.798	2	0.001	2	0.005	2	0.001	2	0.581	2	0.003	2	0.000	2	12.539	2	0.008	2	0.981	2	12.299	2	0.008	2	4.535	2	0.007	2	1.218	2	5.524	2	0.009	2	0.160	2	0.001	2	0.850	2	0.136	2	0.001	2
21	07.01.20	OC_20200106_N1	0.808	2	0.003	2	0.984	2	0.795	2	0.003	2	0.004	2	0.001	2	0.581	2	0.003	2	0.001	2	12.459	2	0.010	2	0.981	2	12.221	2	0.009	2	4.491	2	0.005	2	1.218	2	5.470	2	0.006	2	0.065	2	0.002	2	0.850	2	0.055	2	0.001	2
21	07.01.20	Ex11_03012020_A	8.574	2	13.292	2	0.984	2	8.432	2	13.072	2	3.146	2	5.005	2	0.581	2	1.827	2	2.906	2	9.873	2	5.373	2	0.981	2	9.684	2	5.270	2	8.076	2	10.408	2	1.218	2	9.837	2	12.678	2	0.637	2	0.960	2	0.850	2	0.542	2	0.816	2
21	07.01.20	Ex11_03012020_B	0.804	2	0.002	2	0.984	2	0.790	2	0.002	2	0.011	2	0.001	2	0.581	2	0.006	2	0.000	2	11.502	2	0.156	2	0.981	2	11.282	2	0.153	2	4.459	2	0.035	2	1.218	2	5.431	2	0.042	2	0.070	2	0.013	2	0.850	2	0.059	2	0.011	2
21	07.01.20	Ex11_03012020_C	0.802	2	0.003	2	0.984	2	0.789	2	0.003	2	0.010	2	0.001	2	0.581	2	0.006	2	0.000	2	11.716	2	0.057	2	0.981	2	11.491	2	0.056	2	4.417	2	0.008	2	1.218	2	5.380	2	0.010	2	0.089	2	0.001	2	0.850	2	0.075	2	0.001	2
21	07.01.20	Ex12_06012020_A	0.400	2	0.002	2	0.984	2	0.394	2	0.002	2	0.130	2	0.001	2	0.581	2	0.076	2	0.000	2	1.042	2	0.016	2	0.981	2	1.022	2	0.016	2	3.940	2	0.012	2	1.218	2	4.799	2	0.015	2	0.235	2	0.001	2	0.850	2	0.200	2	0.001	2
21	07.01.20	Ex12_06012020_B	0.403	2	0.002	2	0.984	2	0.396	2	0.002	2	0.129	2	0.001	2	0.581	2	0.075	2	0.001	2	1.038	2	0.004	2	0.981	2	1.018	2	0.004	2	3.930	2	0.008	2	1.218	2	4.786	2	0.009	2	0.239	2	0.001	2	0.850	2	0.203	2	0.001	2
21	07.01.20	Ex12_06012020_C	0.403	2	0.001	2	0.984	2	0.396	2	0.001	2	0.130	2	0.001	2	0.581	2	0.075	2	0.001	2	1.090	2	0.003	2	0.981	2	1.069	2	0.003	2	3.926	2	0.001	2	1.218	2	4.781	2	0.001	2	0.256	2	0.000	2	0.850	2	0.218	2	0.000	2
21	07.01.20	PS122-2_200107_Z01	0.084	2	0.003	2	0.984	2	0.083	2	0.003	2	0.017	2	0.001	2	0.581	2	0.010	2	0.000	2	0.225	2	0.008	2	0.981	2	0.221	2	0.007	2	0.633	2	0.012	2	1.218	2	0.771	2	0.015	2	0.884	2	0.006	2	0.850	2	0.752	2	0.005	2
21	07.01.20	PS122-2_200107_Z02	0.075	2	0.001	2	0.984	2	0.074	2	0.001	2	0.018	2	0.005	2	0.581	2	0.010	2	0.003	2	0.171	2	0.007	2	0.981	2	0.168	2	0.007	2	0.660	2	0.002	2	1.218	2	0.803	2	0.003	2	0.482	2	0.003	2	0.850	2	0.410	2	0.002	2
21	07.01.20	PS122-2_200107_Z03	0.087	2	0.001	2	0.984	2	0.085	2	0.001	2	0.016	2	0.001	2	0.581	2	0.009	2	0.001	2	0.163	2	0.001	2	0.981	2	0.160	2	0.001	2	1.123	2	0.004	2	1.218	2	1.367	2	0.004	2	0.515	2	0.001	2	0.850	2	0.438	2	0.001	2
21	07.01.20	PS122-2_200107_Z04	0.256	2	0.001	2	0.984	2	0.251	2	0.001	2	0.014	2	0.001	2	0.581	2	0.008	2	0.000	2	0.199	2	0.000	2	0.981	2	0.195	2	0.000	2	1.912	2	0.007	2	1.218	2	2.329	2	0.009	2	0.933	2	0.003	2	0.850	2	0.793	2	0.002	2
21	07.01.20	PS122-2_200107_Z05	0.227	2	0.002	2	0.984	2	0.223	2	0.002	2	0.014	2	0.001	2	0.581	2	0.008	2	0.001	2	0.238	2	0.000	2	0.981	2	0.233	2	0.000	2	1.896	2	0.004	2	1.218	2	2.309	2	0.004	2	1.271	2	0.003	2	0.850	2	1.081	2	0.002	2
21	07.01.20	PS122-2_200107_Z06	0.172	2	0.003	2	0.984	2	0.169	2	0.003	2	0.023	2	0.000	2	0.581	2	0.013	2	0.000	2	0.246	2	0.001	2	0.981	2	0.241	2	0.001	2	1.193	2	0.004	2	1.218	2	1.453	2	0.005	2	1.153	2	0.001	2	0.850	2	0.980	2	0.001	2
21	07.01.20	PS122-2_200107_Z07	0.076	2	0.002	2	0.984	2	0.075	2	0.002	2	0.023	2	0.002	2	0.581	2	0.013	2	0.001	2	0.223	2	0.000	2	0.981	2	0.219	2	0.000	2	0.589	2	0.004	2	1.218	2	0.718	2	0.005	2	0.524	2	0.004	2	0.850	2	0.445	2	0.003	2
21	07.01.20	PS122-2_200107_Z08	0.076	2	0.001	2	0.984	2	0.075	2	0.001	2	0.021	2	0.000	2	0.581	2	0.012	2	0.000	2	0.226	2	0.006	2	0.981	2	0.221	2	0.006	2	0.543	2	0.000	2	1.218	2	0.661	2	0.000	2	0.495	2	0.001	2	0.850	2	0.420	2	0.001	2
21	07.01.20	PS122-2_200107_Z09	0.082	2	0.001	2	0.984	2	0.080	2	0.001	2	0.023	2	0.001	2	0.581	2	0.013	2	0.000	2	0.258	2	0.001	2	0.981	2	0.253	2	0.001	2	0.600	2	0.001	2	1.218	2	0.731	2	0.002	2	0.630	2	0.001	2	0.850	2	0.536	2	0.001	2
21	07.01.20	PS122-2_200107_Z10	0.084	2	0.001	2	0.984	2	0.082	2	0.001	2	0.025	2	0.001	2	0.581	2	0.014	2	0.000	2	0.332	2	0.001	2	0.981	2	0.326	2	0.001	2	0.559	2	0.003	2	1.218	2	0.681	2	0.003	2	0.987	2	0.002	2	0.850	2	0.839	2	0.002	2
21	07.01.20	PS122-2_200107_Z11	0.077	2	0.002	2	0.984	2	0.076	2	0.002	2	0.026	2	0.001	2	0.581	2	0.015	2	0.001	2	0.279	2	0.002	2	0.981	2	0.274	2	0.002	2	0.532	2	0.002	2	1.218	2	0.648	2	0.003	2	0.372	2	0.017	2	0.850	2	0.316	2	0.014	2
21	07.01.20	PS122-2_200107_Z13	0.074	2	0.000	2	0.984	2	0.073	2	0.000	2	0.022	2	0.000	2	0.581	2	0.013	2	0.000	2	0.282	2	0.001	2	0.981	2	0.276	2	0.001	2	0.517	2	0.001	2	1.218	2	0.629	2	0.001	2	0.363	2	0.007	2	0.850	2	0.309	2	0.006	2
21	07.01.20	PS122-2_200107_Z14	0.066	2	0.001	2	0.984	2	0.064	2	0.001	2	0.027	2	0.001	2	0.581	2	0.015	2	0.000	2	0.281	2	0.001	2	0.981	2	0.276	2	0.001	2	0.564	2	0.002	2	1.218	2	0.686	2	0.003	2	0.332	2	0.005	2	0.850	2	0.282	2	0.004	2
21	07.01.20	PS122-2_200107_Z15	0.076	2	0.003	2	0.984	2	0.075	2	0.003	2	0.027	2	0.001	2	0.581	2	0.015	2	0.000	2	0.495	2	0.000	2	0.981	2	0.486	2	0.000	2	0.626	2	0.001	2	1.218	2	0.762	2	0.001	2	0.417	2	0.001	2	0.850	2	0.355	2	0.001	2
21	07.01.20	PS122-2_200107_Z16	0.110	2	0.001	2	0.984	2	0.108	2	0.001	2	0.033	2	0.006	2	0.581	2	0.019	2	0.004	2	0.581	2	0.004	2	0.981	2	0.569	2	0.003	2	0.597	2	0.001	2	1.218	2	0.727	2	0.001	2	1.304	2	0.007	2	0.850	2	1.109	2	0.006	2
21	07.01.20	PS122-2_200107_Z17	0.115	2	0.001	2	0.984	2	0.113	2	0.001	2	0.029	2	0.001	2	0.581	2	0.017	2	0.000	2	0.556	2	0.000	2	0.981	2	0.545	2	0.000	2	0.672	2	0.000	2	1.218	2	0.819	2	0.000	2	0.974	2	0.003	2	0.850	2	0.828	2	0.002	2
21	07.01.20	PS122-2_200107_Z18	0.100	2	0.002	2	0.984	2	0.098	2	0.002	2	0.031	2	0.001	2	0.581	2	0.018	2	0.001	2	0.551	2	0.000	2	0.981	2	0.540	2	0.000	2	0.721	2	0.000	2	1.218	2	0.878	2	0.000	2	0.776	2	0.004	2	0.850	2	0.659	2	0.003	2
21	07.01.20	PS122-2_200107_Z19	0.132	2	0.004	2	0.984	2	0.129	2	0.003	2	0.044	2	0.001	2	0.581	2	0.025	2	0.000	2	0.637	2	0.001	2	0.981	2	0.624	2	0.001	2	1.040	2	0.001	2	1.218	2	1.267	2	0.002	2	0.981	2	0.004	2	0.850	2	0.834	2	0.003	2
21	07.01.20	PS122-2_200107_A1	0.076	2	0.001	2	0.984	2	0.075	2	0.001	2	0.013	2	0.001	2	0.581	2	0.008	2	0.001	2	4.267	2	0.020	2	0.981	2	4.185	2	0.019	2	0.033	2	0.004	2	1.218	2	0.041	2	0.004	2	1.906	2	0.021	2	0.850	2	1.620	2	0.018	2
21	07.01.20	PS122-2_200107_A2	0.032	2	0.001	2	0.984	2	0.031	2	0.001	2	0.010	2	0.000	2	0.581	2	0.006	2	0.000	2	2.006	2	0.003	2	0.981	2	1.968	2	0.003	2	0.017	2	0.002	2	1.218	2	0.020	2	0.003	2	2.485	10	0.013	2	0.850	2	2.112	10	0.011	2
21	07.01.20	PS122-2_200107_A3	0.073	2	0.001	2	0.984	2	0.072	2	0.001	2	0.015	2	0.000	2	0.581	2	0.009	2	0.000	2	1.611	2	0.060	2	0.981	2	1.580	2	0.059	2	0.559	2	0.001	2	1.218	2	0.680	2	0.001	2	0.879	2	0.026	2	0.850	2	0.747	2	0.022	2
21	07.01.20	HAVOC_Nuts1	0.031	2	0.003	2	0.984	2	0.030	2	0.002	2	0.014	2	0.002	2	0.581	2	0.008	2	0.001	2	0.926	2	0.004	2	0.981	2	0.909	2	0.004	2	3.955	2	0.004	2	1.218	2	4.817	2	0.005	2	0.712	2	0.006	2	0.850	2	0.605	2	0.005	2
21	07.01.20	HAVOC_Nuts2	0.014	2	0.001	2	0.984	2	0.013	2	0.001	2	0.014	2	0.002	2	0.581	2	0.008	2	0.001	2	0.684	2	0.000	2	0.981	2	0.671	2	0.000	2	0.645	2	0.001	2	1.218	2	0.786	2	0.002	2	0.443	2	0.001	2	0.850	2	0.377	2	0.001	2
21	07.01.20	HAVOC_Nuts3	0.020	2	0.001	2	0.984	2	0.019	2	0.001	2	0.008	2	0.001	2	0.581	2	0.004	2	0.000	2	0.570	2	0.006	2	0.981	2	0.559	2	0.006	2	0.811	2	0.004	2	1.218	2	0.987	2	0.004	2	0.382	2	0.001	2	0.850	2	0.325	2	0.001	2
21	07.01.20	HAVOC_Nuts4	0.026	2	0.000	2	0.984	2	0.026	2	0.000	2	0.007	2	0.000	2	0.581	2	0.004	2	0.000	2	0.525	2	0.001	2	0.981	2	0.515	2	0.001	2	1.151	2	0.004	2	1.218	2	1.401	2	0.004	2	0.423	2	0.000	2	0.850	2	0.360	2	0.000	2
21	07.01.20	HAVOC_Nuts5	0.039	2	0.000	2	0.984	2	0.038	2	0.000	2	0.010	2	0.001	2	0.581	2	0.006	2	0.001	2	0.751	2	0.114	2	0.981	2	0.736	2	0.112	2	1.528	2	0.001	2	1.218	2	1.861	2	0.001	2	0.457	2	0.000	2	0.850	2	0.389	2	0.000	2
21	07.01.20	HAVOC_Nuts6	0.048	2	0.000	2	0.984	2	0.047	2	0.000	2	0.012	2	0.000	2	0.581	2	0.007	2	0.000	2	0.834	2	0.111	2	0.981	2	0.818	2	0.109	2	1.827	2	0.005	2	1.218	2	2.225	2	0.006	2	0.689	2	0.004	2	0.850	2	0.585	2	0.003	2
21	07.01.20	HAVOC_Nuts7	0.035	2	0.001	2	0.984	2	0.034	2	0.001	2	0.016	2	0.001	2	0.581	2	0.009	2	0.000	2	0.842	2	0.002	2	0.981	2	0.825	2	0.002	2	1.100	2	0.002	2	1.218	2	1.339	2	0.003	2	0.760	2	0.001	2	0.850	2	0.646	2	0.001	2
21	07.01.20	HAVOC_Nuts8	0.017	2	0.003	2	0.984	2	0.017	2	0.003	2	0.020	2	0.000	2	0.581	2	0.012	2	0.000	2	1.041	2	0.001	2	0.981	2	1.021	2	0.001	2	0.608	2	0.001	2	1.218	2	0.741	2	0.002	2	0.755	2	0.004	2	0.850	2	0.642	2	0.004	2
21	07.01.20	HAVOC_Nuts9	0.017	2	0.002	2	0.984	2	0.016	2	0.002	2	0.022	2	0.002	2	0.581	2	0.012	2	0.001	2	0.585	2	0.008	2	0.981	2	0.573	2	0.008	2	0.606	2	0.000	2	1.218	2	0.738	2	0.000	2	0.418	2	0.000	2	0.850	2	0.355	2	0.000	2
21	07.01.20	HAVOC_Nuts10	0.023	2	0.002	2	0.984	2	0.022	2	0.002	2	0.023	2	0.001	2	0.581	2	0.014	2	0.000	2	0.591	2	0.012	2	0.981	2	0.580	2	0.012	2	0.696	2	0.004	2	1.218	2	0.848	2	0.005	2	0.313	2	0.015	2	0.850	2	0.266	2	0.013	2
21	07.01.20	HAVOC_Nuts11	0.021	2	0.001	2	0.984	2	0.021	2	0.001	2	0.011	2	0.002	2	0.581	2	0.006	2	0.001	2	1.625	2	0.003	2	0.981	2	1.594	2	0.003	2	0.283	2	0.000	2	1.218	2	0.345	2	0.000	2	0.496	2	0.004	2	0.850	2	0.421	2	0.003	2
21	07.01.20	HAVOC_Nuts12	0.029	2	0.001	2	0.984	2	0.029	2	0.001	2	0.012	2	0.001	2	0.581	2	0.007	2	0.000	2	1.828	2	0.003	2	0.981	2	1.793	2	0.003	2	0.334	2	0.002	2	1.218	2	0.406	2	0.003	2	0.653	2	0.004	2	0.850	2	0.555	2	0.004	2
21	07.01.20	HAVOC_Nuts13	0.022	2	0.001	2	0.984	2	0.021	2	0.001	2	0.013	2	0.001	2	0.581	2	0.007	2	0.000	2	1.429	2	0.001	2	0.981	2	1.401	2	0.001	2	0.410	2	0.002	2	1.218	2	0.499	2	0.003	2	0.474	2	0.001	2	0.850	2	0.403	2	0.001	2
