Run No.	Date	Sample ID	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_cd_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_stdev_QF	NO2_cd_CF	NO2_cd_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_cd_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_stdev_QF	Si(OH)4_cd_CF	Si(OH)4_cd_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_stdev_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF 
32	18.02.20	PS122-2_200217_Z20	0.135	2	0.002	2	1.029	2	0.139	2	0.002	2	0.014	2	0.003	2	0.412	2	0.006	2	0.001	2	0.666	2	0.002	2	0.996	2	0.664	2	0.002	2	1.959	2	0.003	2	1.219	2	2.389	2	0.004	2	0.343	2	0.013	2	1.330	2	0.456	2	0.017	2
32	18.02.20	PS122-2_200217_Z21	0.118	2	0.001	2	1.029	2	0.121	2	0.001	2	0.012	2	0.001	2	0.412	2	0.005	2	0.000	2	0.615	2	0.001	2	0.996	2	0.612	2	0.001	2	2.225	2	0.005	2	1.219	2	2.712	2	0.006	2	0.350	2	0.003	2	1.330	2	0.465	2	0.004	2
32	18.02.20	PS122-2_200217_Z22	0.150	2	0.001	2	1.029	2	0.154	2	0.001	2	0.016	2	0.001	2	0.412	2	0.006	2	0.000	2	0.988	2	0.004	2	0.996	2	0.985	2	0.004	2	2.827	2	0.001	2	1.219	2	3.446	2	0.002	2	0.292	2	0.004	2	1.330	2	0.388	2	0.005	2
32	18.02.20	PS122-2_200217_Z23	0.177	2	0.001	2	1.029	2	0.182	2	0.001	2	0.020	2	0.000	2	0.412	2	0.008	2	0.000	2	0.883	2	0.001	2	0.996	2	0.880	2	0.001	2	2.765	2	0.003	2	1.219	2	3.371	2	0.003	2	0.290	2	0.001	2	1.330	2	0.386	2	0.002	2
32	18.02.20	PS122-2_200217_Z24	0.141	2	0.001	2	1.029	2	0.145	2	0.001	2	0.023	2	0.001	2	0.412	2	0.009	2	0.000	2	0.868	2	0.004	2	0.996	2	0.865	2	0.004	2	2.555	2	0.006	2	1.219	2	3.114	2	0.008	2	0.282	2	0.004	2	1.330	2	0.374	2	0.005	2
32	18.02.20	PS122-2_200217_Z25	0.154	2	0.001	2	1.029	2	0.158	2	0.001	2	0.038	2	0.002	2	0.412	2	0.016	2	0.001	2	0.802	2	0.001	2	0.996	2	0.799	2	0.001	2	2.566	2	0.005	2	1.219	2	3.128	2	0.006	2	0.460	2	0.011	2	1.330	2	0.611	2	0.015	2
32	18.02.20	PS122-2_200217_Z27	0.123	2	0.002	2	1.029	2	0.127	2	0.002	2	0.022	2	0.001	2	0.412	2	0.009	2	0.000	2	0.987	2	0.003	2	0.996	2	0.983	2	0.003	2	2.223	2	0.006	2	1.219	2	2.710	2	0.008	2	0.308	2	0.016	2	1.330	2	0.410	2	0.021	2
32	18.02.20	PS122-2_200217_Z28	0.109	2	0.001	2	1.029	2	0.112	2	0.001	2	0.031	2	0.001	2	0.412	2	0.013	2	0.000	2	1.702	2	0.013	2	0.996	2	1.696	2	0.013	2	1.492	2	0.005	2	1.219	2	1.818	2	0.006	2	0.411	2	0.002	2	1.330	2	0.546	2	0.003	2
32	18.02.20	PS122-2_200217_Z29	0.103	2	0.002	2	1.029	2	0.105	2	0.002	2	0.025	2	0.001	2	0.412	2	0.010	2	0.001	2	1.939	2	0.000	2	0.996	2	1.932	2	0.000	2	0.891	2	0.004	2	1.219	2	1.086	2	0.004	2	0.610	2	0.003	2	1.330	2	0.811	2	0.004	2
32	18.02.20	PS122-2_200217_Z30	0.101	2	0.002	2	1.029	2	0.103	2	0.002	2	0.025	2	0.001	2	0.412	2	0.010	2	0.001	2	0.893	2	0.001	2	0.996	2	0.890	2	0.001	2	0.923	2	0.008	2	1.219	2	1.125	2	0.010	2	0.418	2	0.000	2	1.330	2	0.556	2	0.000	2
32	18.02.20	PS122-2_200217_A11	0.094	2	0.001	2	1.029	2	0.097	2	0.001	2	0.024	2	0.001	2	0.412	2	0.010	2	0.000	2	0.734	2	0.000	2	0.996	2	0.731	2	0.000	2	0.922	2	0.004	2	1.219	2	1.124	2	0.005	2	0.376	2	0.002	2	1.330	2	0.499	2	0.003	2
32	18.02.20	PS122-2_200217_A12	0.113	2	0.003	2	1.029	2	0.116	2	0.003	2	0.034	2	0.001	2	0.412	2	0.014	2	0.001	2	1.467	2	0.004	2	0.996	2	1.461	2	0.004	2	0.813	2	0.003	2	1.219	2	0.991	2	0.003	2	0.527	2	0.003	2	1.330	2	0.701	2	0.004	2
32	18.02.20	PS122-2_200217_A14	0.103	2	0.002	2	1.029	2	0.105	2	0.002	2	0.028	2	0.000	2	0.412	2	0.012	2	0.000	2	1.214	2	0.001	2	0.996	2	1.209	2	0.001	2	0.859	2	0.001	2	1.219	2	1.047	2	0.001	2	0.501	2	0.001	2	1.330	2	0.666	2	0.002	2
32	18.02.20	PS122-2_200217_A15	0.086	2	0.002	2	1.029	2	0.088	2	0.002	2	0.029	2	0.003	2	0.412	2	0.012	2	0.001	2	0.770	2	0.002	2	0.996	2	0.768	2	0.002	2	0.764	2	0.005	2	1.219	2	0.931	2	0.006	2	0.265	2	0.012	2	1.330	2	0.352	2	0.016	2
32	18.02.20	PS122-2_200217_B2	0.089	2	0.001	2	1.029	2	0.091	2	0.001	2	0.029	2	0.001	2	0.412	2	0.012	2	0.000	2	1.036	2	0.000	2	0.996	2	1.032	2	0.000	2	0.766	2	0.006	2	1.219	2	0.933	2	0.008	2	0.313	2	0.001	2	1.330	2	0.416	2	0.002	2
32	18.02.20	PS122-2_200217_B3	0.122	2	0.001	2	1.029	2	0.125	2	0.001	2	0.025	2	0.001	2	0.412	2	0.010	2	0.000	2	0.577	2	0.001	2	0.996	2	0.575	2	0.001	2	0.790	2	0.002	2	1.219	2	0.962	2	0.003	2	0.266	2	0.006	2	1.330	2	0.354	2	0.008	2
32	18.02.20	PS122-2_200217_Odd	0.091	2	0.002	2	1.029	2	0.094	2	0.002	2	0.033	2	0.001	2	0.412	2	0.014	2	0.000	2	0.533	2	0.002	2	0.996	2	0.531	2	0.002	2	0.720	2	0.003	2	1.219	2	0.878	2	0.003	2	0.465	2	0.001	2	1.330	2	0.619	2	0.002	2
32	18.02.20	PS122-2_200217_A6	0.061	2	0.001	2	1.029	2	0.062	2	0.001	2	0.026	2	0.001	2	0.412	2	0.011	2	0.001	2	0.556	2	0.001	2	0.996	2	0.554	2	0.001	2	0.642	2	0.002	2	1.219	2	0.782	2	0.003	2	0.334	2	0.000	2	1.330	2	0.444	2	0.000	2
32	18.02.20	PS122-2_200217_A8	0.116	2	0.000	2	1.029	2	0.119	2	0.000	2	0.025	2	0.002	2	0.412	2	0.010	2	0.001	2	1.245	2	0.006	2	0.996	2	1.241	2	0.006	2	0.955	2	0.002	2	1.219	2	1.165	2	0.002	2	0.418	2	0.009	2	1.330	2	0.556	2	0.012	2
32	18.02.20	IceOC B57 20200217	0.218	2	0.010	2	1.029	2	0.224	2	0.010	2	0.139	2	0.003	2	0.412	2	0.057	2	0.001	2	0.705	2	0.002	2	0.996	2	0.703	2	0.002	2	0.817	2	0.005	2	1.219	2	0.996	2	0.006	2	0.609	2	0.005	2	1.330	2	0.809	2	0.006	2
32	18.02.20	IceOC B61 20200217	0.346	2	0.013	2	1.029	2	0.356	2	0.013	2	0.211	2	0.003	2	0.412	2	0.087	2	0.001	2	0.982	2	0.004	2	0.996	2	0.979	2	0.004	2	0.887	2	0.016	2	1.219	2	1.082	2	0.020	2	0.707	2	0.007	2	1.330	2	0.940	2	0.009	2
32	18.02.20	OC_20200218_N12	0.311	2	0.004	2	1.029	2	0.320	2	0.004	2	0.020	2	0.001	2	0.412	2	0.008	2	0.000	2	1.195	2	0.020	2	0.996	2	1.191	2	0.020	2	3.343	2	0.005	2	1.219	2	4.075	2	0.006	2	0.170	2	0.008	2	1.330	2	0.226	2	0.010	2
32	18.02.20	OC_20200218_N10	0.313	2	0.001	2	1.029	2	0.322	2	0.001	2	0.019	2	0.001	2	0.412	2	0.008	2	0.001	2	1.228	2	0.007	2	0.996	2	1.224	2	0.007	2	3.332	2	0.004	2	1.219	2	4.061	2	0.004	2	0.091	2	0.002	2	1.330	2	0.120	2	0.003	2
32	18.02.20	OC_20200218_N8	0.405	2	0.003	2	1.029	2	0.417	2	0.003	2	0.019	2	0.001	2	0.412	2	0.008	2	0.000	2	3.152	2	0.009	2	0.996	2	3.140	2	0.009	2	3.769	2	0.015	2	1.219	2	4.594	2	0.018	2	0.169	2	0.006	2	1.330	2	0.225	2	0.008	2
32	18.02.20	OC_20200218_N6	0.417	2	0.004	2	1.029	2	0.429	2	0.004	2	0.018	2	0.001	2	0.412	2	0.007	2	0.000	2	3.654	2	0.004	2	0.996	2	3.641	2	0.004	2	3.189	2	0.001	2	1.219	2	3.888	2	0.002	2	0.114	2	0.000	2	1.330	2	0.152	2	0.000	2
32	18.02.20	OC_20200218_N5	0.582	2	0.006	2	1.029	2	0.599	2	0.006	2	0.017	2	0.001	2	0.412	2	0.007	2	0.000	2	6.696	2	0.015	2	0.996	2	6.672	2	0.014	2	3.866	2	0.004	2	1.219	2	4.713	2	0.004	2	0.106	2	0.002	2	1.330	2	0.141	2	0.002	2
32	18.02.20	OC_20200218_N4	0.642	2	0.003	2	1.029	2	0.660	2	0.003	2	0.017	2	0.000	2	0.412	2	0.007	2	0.000	2	8.377	2	0.001	2	0.996	2	8.347	2	0.001	2	3.347	2	0.015	2	1.219	2	4.080	2	0.018	2	0.187	2	0.002	2	1.330	2	0.248	2	0.003	2
32	18.02.20	OC_20200218_N3	0.726	2	0.001	2	1.029	2	0.747	2	0.001	2	0.015	2	0.001	2	0.412	2	0.006	2	0.001	2	9.961	2	0.013	2	0.996	2	9.925	2	0.013	2	4.114	2	0.003	2	1.219	2	5.015	2	0.003	2	0.090	2	0.003	2	1.330	2	0.120	2	0.004	2
32	18.02.20	OC_20200218_N2	0.774	2	0.003	2	1.029	2	0.796	2	0.003	2	0.015	2	0.001	2	0.412	2	0.006	2	0.001	2	11.137	2	0.012	2	0.996	2	11.097	2	0.012	2	4.230	2	0.010	2	1.219	2	5.157	2	0.012	2	0.183	2	0.000	2	1.330	2	0.243	2	0.000	2
32	18.02.20	OC_20200218_N1	0.796	2	0.003	2	1.029	2	0.819	2	0.003	2	0.016	2	0.001	2	0.412	2	0.006	2	0.000	2	11.643	2	0.009	2	0.996	2	11.602	2	0.009	2	4.498	2	0.015	2	1.219	2	5.483	2	0.018	2	0.250	2	0.002	2	1.330	2	0.333	2	0.002	2
																																																				
33	20.02.20	Ice_OC-13 20200217	0.032	3	0.010	3	1.029	11	0.033	3	0.010	3	0.041	2	0.002	2	0.351	2	0.014	2	0.001	2	0.463	2	0.002	2	1.106	2	0.512	2	0.002	2	0.666	2	0.005	2	1.223	2	0.814	2	0.006	2	0.436	2	0.006	2	1.866	2	0.813	2	0.010	2
33	20.02.20	L2 0-10	0.050	3	0.001	3	1.029	11	0.052	3	0.001	3	0.034	2	0.001	2	0.351	2	0.012	2	0.000	2	0.243	2	0.002	2	1.106	2	0.268	2	0.002	2	0.147	2	0.002	2	1.223	2	0.180	2	0.003	2	0.806	2	0.024	2	1.866	2	1.504	2	0.045	2
33	20.02.20	L2 10-20	0.040	3	0.001	3	1.029	11	0.041	3	0.001	3	0.045	2	0.000	2	0.351	2	0.016	2	0.000	2	0.313	2	0.003	2	1.106	2	0.346	2	0.003	2	0.301	2	0.002	2	1.223	2	0.367	2	0.003	2	1.019	2	0.005	2	1.866	2	1.901	2	0.009	2
33	20.02.20	L2 20-30	0.064	3	0.002	3	1.029	11	0.065	3	0.002	3	0.037	2	0.001	2	0.351	2	0.013	2	0.000	2	0.283	2	0.033	2	1.106	2	0.313	2	0.037	2	0.228	2	0.000	2	1.223	2	0.279	2	0.000	2	1.194	2	0.011	2	1.866	2	2.227	2	0.020	2
33	20.02.20	L2 30-40	0.054	3	0.003	3	1.029	11	0.056	3	0.003	3	0.043	2	0.000	2	0.351	2	0.015	2	0.000	2	0.197	2	0.000	2	1.106	2	0.218	2	0.000	2	0.389	2	0.001	2	1.223	2	0.476	2	0.002	2	0.855	2	0.011	2	1.866	2	1.595	2	0.020	2
33	20.02.20	L2 40-50	0.075	3	0.001	3	1.029	11	0.077	3	0.001	3	0.037	2	0.001	2	0.351	2	0.013	2	0.000	2	0.211	2	0.001	2	1.106	2	0.233	2	0.001	2	0.424	2	0.000	2	1.223	2	0.518	2	0.000	2	0.777	2	0.001	2	1.866	2	1.449	2	0.001	2
33	20.02.20	L2 50-60	0.176	3	0.005	3	1.029	11	0.181	3	0.005	3	0.052	2	0.002	2	0.351	2	0.018	2	0.001	2	0.296	2	0.001	2	1.106	2	0.327	2	0.001	2	1.533	2	0.002	2	1.223	2	1.874	2	0.003	2	0.927	2	0.007	2	1.866	2	1.730	2	0.013	2
33	20.02.20	L2 60-70	0.247	3	0.002	3	1.029	11	0.254	3	0.002	3	0.134	2	0.001	2	0.351	2	0.047	2	0.000	2	0.498	2	0.004	2	1.106	2	0.551	2	0.005	2	3.197	2	0.004	2	1.223	2	3.909	2	0.005	2	1.628	2	0.028	2	1.866	2	3.038	2	0.053	2
33	20.02.20	L2 70-80	0.168	3	0.001	3	1.029	11	0.172	3	0.001	3	0.037	2	0.000	2	0.351	2	0.013	2	0.000	2	0.304	2	0.004	2	1.106	2	0.336	2	0.004	2	1.183	2	0.010	2	1.223	2	1.446	2	0.012	2	1.252	2	0.002	2	1.866	2	2.336	2	0.004	2
33	20.02.20	512163	1.032	3	0.006	3	1.029	11	1.062	3	0.006	3	0.102	2	0.001	2	0.351	2	0.036	2	0.000	2	3.937	2	0.159	2	1.106	2	4.355	2	0.176	2	9.302	2	0.011	2	1.223	2	11.374	2	0.014	2	0.320	2	0.004	2	1.866	2	0.597	2	0.008	2
33	20.02.20	512165	1.044	3	0.054	3	1.029	11	1.074	3	0.055	3	0.170	2	0.001	2	0.351	2	0.059	2	0.000	2	4.972	2	0.035	2	1.106	2	5.500	2	0.038	2	10.778	2	0.018	2	1.223	2	13.178	2	0.022	2	0.364	2	0.003	2	1.866	2	0.679	2	0.005	2
33	20.02.20	512169	12.006	10	0.396	3	1.029	11	12.348	10	0.407	3	0.513	2	0.001	2	0.351	2	0.180	2	0.000	2	5.605	2	0.016	2	1.106	2	6.201	2	0.017	2	14.231	2	0.014	2	1.223	2	17.401	2	0.017	2	8.306	10	0.023	2	1.866	2	15.501	10	0.042	2
33	20.02.20	512211	4.694	10	0.166	3	1.029	11	4.827	10	0.171	3	0.461	2	0.009	2	0.351	2	0.161	2	0.003	2	4.652	2	0.005	2	1.106	2	5.146	2	0.005	2	12.788	2	0.031	2	1.223	2	15.636	2	0.038	2	7.603	10	0.008	2	1.866	2	14.189	10	0.016	2
33	20.02.20	512213	4.480	10	0.028	3	1.029	11	4.608	10	0.029	3	0.459	2	0.006	2	0.351	2	0.161	2	0.002	2	3.073	2	0.054	2	1.106	2	3.400	2	0.059	2	11.100	2	0.017	2	1.223	2	13.572	2	0.021	2	7.576	10	0.027	2	1.866	2	14.138	10	0.050	2
33	20.02.20	512163 5:25	-0.010	3	0.008	3	1.029	11	-0.010	3	0.008	3	0.032	2	0.001	2	0.351	2	0.011	2	0.000	2	0.741	2	0.008	2	1.106	2	0.820	2	0.008	2	2.116	2	0.011	2	1.223	2	2.588	2	0.013	2	0.240	2	0.042	2	1.866	2	0.449	2	0.079	2
33	20.02.20	512165 5:25	-0.013	3	0.001	3	1.029	11	-0.013	3	0.001	3	0.042	2	0.001	2	0.351	2	0.015	2	0.000	2	0.868	2	0.003	2	1.106	2	0.960	2	0.003	2	2.459	2	0.004	2	1.223	2	3.007	2	0.005	2	0.205	2	0.004	2	1.866	2	0.383	2	0.008	2
33	20.02.20	512169 5:25	1.119	10	0.011	3	1.029	11	1.151	10	0.012	3	0.104	2	0.002	2	0.351	2	0.036	2	0.001	2	0.973	2	0.001	2	1.106	2	1.076	2	0.001	2	3.332	2	0.004	2	1.223	2	4.074	2	0.004	2	2.136	2	0.002	2	1.866	2	3.985	2	0.004	2
33	20.02.20	512211 5:25	0.466	3	0.001	3	1.029	11	0.479	3	0.001	3	0.091	2	0.001	2	0.351	2	0.032	2	0.000	2	0.950	2	0.003	2	1.106	2	1.051	2	0.003	2	2.965	2	0.005	2	1.223	2	3.625	2	0.006	2	1.585	2	0.002	2	1.866	2	2.957	2	0.004	2
33	20.02.20	512213 5:25	0.262	3	0.010	3	1.029	11	0.269	3	0.010	3	0.098	2	0.001	2	0.351	2	0.034	2	0.000	2	0.644	2	0.100	2	1.106	2	0.712	2	0.110	2	2.584	2	0.003	2	1.223	2	3.160	2	0.003	2	1.569	2	0.000	2	1.866	2	2.928	2	0.000	2
33	20.02.20	PS122_20200220_N23	0.177	3	0.004	3	1.029	11	0.182	3	0.004	3	0.020	2	0.003	2	0.351	2	0.007	2	0.001	2	1.157	2	0.011	2	1.106	2	1.280	2	0.012	2	3.655	2	0.044	2	1.223	2	4.469	2	0.054	2	0.099	2	0.007	2	1.866	2	0.185	2	0.013	2
33	20.02.20	PS122_20200220_N21	0.173	3	0.021	3	1.029	11	0.178	3	0.022	3	0.019	2	0.002	2	0.351	2	0.006	2	0.001	2	1.167	2	0.005	2	1.106	2	1.291	2	0.005	2	3.584	2	0.006	2	1.223	2	4.382	2	0.007	2	0.129	2	0.001	2	1.866	2	0.241	2	0.003	2
33	20.02.20	PS122_20200220_N19	0.212	3	0.031	3	1.029	11	0.218	3	0.032	3	0.015	2	0.001	2	0.351	2	0.005	2	0.000	2	1.225	2	0.003	2	1.106	2	1.355	2	0.003	2	3.582	2	0.005	2	1.223	2	4.379	2	0.006	2	0.106	2	0.000	2	1.866	2	0.198	2	0.000	2
33	20.02.20	PS122_20200220_N17	0.266	3	0.003	3	1.029	11	0.274	3	0.003	3	0.014	2	0.003	2	0.351	2	0.005	2	0.001	2	3.085	2	0.013	2	1.106	2	3.413	2	0.015	2	3.356	2	0.004	2	1.223	2	4.104	2	0.004	2	0.072	2	0.001	2	1.866	2	0.134	2	0.001	2
33	20.02.20	PS122_20200220_N16	0.276	3	0.019	3	1.029	11	0.284	3	0.019	3	0.016	2	0.001	2	0.351	2	0.005	2	0.000	2	3.529	2	0.004	2	1.106	2	3.905	2	0.004	2	2.912	2	0.008	2	1.223	2	3.561	2	0.010	2	0.104	2	0.004	2	1.866	2	0.195	2	0.008	2
33	20.02.20	PS122_20200220_N14	0.518	3	0.023	3	1.029	11	0.532	3	0.024	3	0.015	2	0.001	2	0.351	2	0.005	2	0.000	2	7.282	2	0.014	2	1.106	2	8.057	2	0.016	2	4.150	2	0.008	2	1.223	2	5.074	2	0.010	2	0.086	2	0.002	2	1.866	2	0.160	2	0.004	2
33	20.02.20	PS122_20200220_N13	0.590	3	0.000	3	1.029	11	0.607	3	0.000	3	0.006	2	0.001	2	0.351	2	0.002	2	0.000	2	9.146	2	0.005	2	1.106	2	10.118	2	0.005	2	4.043	2	0.001	2	1.223	2	4.943	2	0.001	2	0.035	2	0.001	2	1.866	2	0.065	2	0.003	2
33	20.02.20	PS122_20200220_N11	0.707	3	0.037	3	1.029	11	0.727	3	0.038	3	0.006	2	0.001	2	0.351	2	0.002	2	0.000	2	11.326	2	0.013	2	1.106	2	12.530	2	0.015	2	4.580	2	0.004	2	1.223	2	5.600	2	0.004	2	0.029	2	0.001	2	1.866	2	0.053	2	0.001	2
33	20.02.20	PS122_20200220_N10	0.760	3	0.006	3	1.029	11	0.781	3	0.007	3	0.008	2	0.004	2	0.351	2	0.003	2	0.001	2	11.817	2	0.013	2	1.106	2	13.074	2	0.014	2	4.644	2	0.005	2	1.223	2	5.678	2	0.006	2	0.059	2	0.001	2	1.866	2	0.109	2	0.001	2
33	20.02.20	PS122_20200220_N9	0.747	3	0.005	3	1.029	11	0.769	3	0.005	3	0.009	2	0.002	2	0.351	2	0.003	2	0.001	2	11.877	2	0.024	2	1.106	2	13.141	2	0.027	2	4.870	2	0.009	2	1.223	2	5.955	2	0.011	2	0.040	2	0.001	2	1.866	2	0.074	2	0.002	2
33	20.02.20	PS122_20200220_N7	0.828	3	0.005	3	1.029	11	0.851	3	0.005	3	0.008	2	0.000	2	0.351	2	0.003	2	0.000	2	12.047	2	0.010	2	1.106	2	13.329	2	0.011	2	5.563	2	0.011	2	1.223	2	6.802	2	0.014	2	0.029	2	0.001	2	1.866	2	0.053	2	0.001	2
33	20.02.20	PS122_20200220_N6	0.972	3	0.001	3	1.029	11	0.999	3	0.001	3	0.009	2	0.003	2	0.351	2	0.003	2	0.001	2	14.171	2	0.036	2	1.106	2	15.678	2	0.040	2	8.948	2	0.034	2	1.223	2	10.941	2	0.042	2	0.045	2	0.001	2	1.866	2	0.083	2	0.001	2
33	20.02.20	PS122_20200220_N5	0.985	3	0.016	3	1.029	11	1.013	3	0.017	3	0.005	2	0.000	2	0.351	2	0.002	2	0.000	2	14.417	2	0.043	2	1.106	2	15.950	2	0.048	2	9.288	2	0.021	2	1.223	2	11.356	2	0.025	2	0.135	2	0.002	2	1.866	2	0.251	2	0.004	2
33	20.02.20	PS122_20200220_N4	0.991	3	0.011	3	1.029	11	1.019	3	0.012	3	0.006	2	0.000	2	0.351	2	0.002	2	0.000	2	14.376	2	0.003	2	1.106	2	15.905	2	0.003	2	9.474	2	0.008	2	1.223	2	11.584	2	0.010	2	0.056	2	0.001	2	1.866	2	0.104	2	0.001	2
33	20.02.20	PS122_20200220_N3	0.964	3	0.035	3	1.029	11	0.991	3	0.036	3	0.003	2	0.001	2	0.351	2	0.001	2	0.000	2	14.345	2	0.025	2	1.106	2	15.871	2	0.027	2	9.597	2	0.001	2	1.223	2	11.735	2	0.002	2	0.064	2	0.001	2	1.866	2	0.119	2	0.001	2
33	20.02.20	PS122_20200220_N2	0.965	3	0.004	3	1.029	11	0.992	3	0.004	3	0.005	2	0.001	2	0.351	2	0.002	2	0.000	2	14.240	2	0.028	2	1.106	2	15.754	2	0.031	2	9.638	2	0.028	2	1.223	2	11.784	2	0.034	2	0.048	2	0.002	2	1.866	2	0.089	2	0.004	2
33	20.02.20	PS122_20200220_N1	0.970	3	0.001	3	1.029	11	0.998	3	0.001	3	0.005	2	0.001	2	0.351	2	0.002	2	0.000	2	14.261	2	0.011	2	1.106	2	15.778	2	0.012	2	9.661	2	0.005	2	1.223	2	11.812	2	0.006	2	0.093	2	0.002	2	1.866	2	0.173	2	0.004	2
																																																				
34	05.03.20	523	0.304	2	0.003	2	0.984	11	0.299	3	0.003	2	0.005	3	0.004	2	0.351	11	0.002	3	0.001	2	1.651	3	0.005	2	1.040	11	1.716	3	0.005	2	2.703	2	0.011	2	1.196	11	3.232	2	0.013	2	0.221	3	0.025	3	0.215	4	0.047	4	0.005	4
																																																				
35	08.03.20	523	0.303	2	0.001	2	0.9842	11	0.298	3	0.001	2	0.021	2	0.001	2	0.351	11	0.007	3	0.000	2	1.902	2	0.010	2	1.040	11	1.978	3	0.010	2	2.740	2	0.016	2	1.196	11	3.276	2	0.019	2	1.437	2	0.066	2	0.205	4	0.295	4	0.014	4
35	08.03.20	524	1.029	2	0.002	2	0.984	11	1.012	3	0.002	2	0.013	2	0.004	2	0.351	11	0.004	3	0.001	2	15.015	2	0.102	2	1.040	11	15.612	3	0.106	2	9.843	2	0.046	2	1.196	11	11.770	2	0.055	2	0.079	2	0.091	2	0.205	4	0.016	4	0.019	4
35	08.03.20	525	1.026	2	0.005	2	0.984	11	1.009	3	0.005	2	0.010	2	0.001	2	0.351	11	0.003	3	0.000	2	15.012	2	0.008	2	1.040	11	15.609	3	0.008	2	9.842	2	0.033	2	1.196	11	11.770	2	0.039	2	0.444	2	0.011	2	0.205	4	0.091	4	0.002	4
35	08.03.20	526	1.024	2	0.004	2	0.984	11	1.007	3	0.003	2	0.008	2	0.000	2	0.351	11	0.003	3	0.000	2	15.087	2	0.012	2	1.040	11	15.687	3	0.012	2	9.779	2	0.010	2	1.196	11	11.694	2	0.012	2	1.330	2	0.043	2	0.205	4	0.273	4	0.009	4
35	08.03.20	527	1.029	2	0.001	2	0.984	11	1.012	3	0.001	2	0.011	2	0.000	2	0.351	11	0.004	3	0.000	2	15.190	2	0.050	2	1.040	11	15.794	3	0.052	2	9.641	2	0.000	2	1.196	11	11.529	2	0.000	2	0.772	2	0.018	2	0.205	4	0.159	4	0.004	4
35	08.03.20	528	1.021	2	0.001	2	0.984	11	1.004	3	0.001	2	0.007	2	0.000	2	0.351	11	0.002	3	0.000	2	15.098	2	0.007	2	1.040	11	15.698	3	0.007	2	9.441	2	0.008	2	1.196	11	11.290	2	0.009	2	-0.023	2	0.048	2	0.205	4	-0.027	4	0.042	4
35	08.03.20	529	1.012	2	0.001	2	0.984	11	0.996	3	0.001	2	0.010	2	0.002	2	0.351	11	0.003	3	0.001	2	14.887	2	0.001	2	1.040	11	15.479	3	0.001	2	9.137	2	0.012	2	1.196	11	10.926	2	0.014	2	0.486	2	0.024	2	0.205	4	0.100	4	0.005	4
35	08.03.20	530	0.885	2	0.001	2	0.984	11	0.871	3	0.001	2	0.012	2	0.001	2	0.351	11	0.004	3	0.000	2	12.693	2	0.021	2	1.040	11	13.198	3	0.022	2	5.715	2	0.001	2	1.196	11	6.834	2	0.002	2	2.982	10	0.075	10	0.205	4	0.612	4	0.015	4
35	08.03.20	531	0.852	2	0.001	2	0.984	11	0.838	3	0.001	2	0.015	2	0.001	2	0.351	11	0.005	3	0.000	2	12.167	2	0.008	2	1.040	11	12.650	3	0.008	2	5.006	2	0.008	2	1.196	11	5.986	2	0.009	2	1.853	2	0.012	2	0.205	4	0.380	4	0.002	4
35	08.03.20	532	0.839	2	0.006	2	0.984	11	0.825	3	0.006	2	0.010	2	0.001	2	0.351	11	0.003	3	0.000	2	12.199	2	0.020	2	1.040	11	12.684	3	0.021	2	4.810	2	0.004	2	1.196	11	5.752	2	0.004	2	0.810	2	0.006	2	0.205	4	0.166	4	0.001	4
35	08.03.20	533	0.790	2	0.002	2	0.984	11	0.777	3	0.002	2	0.014	2	0.001	2	0.351	11	0.005	3	0.000	2	11.003	2	0.006	2	1.040	11	11.440	3	0.007	2	4.616	2	0.005	2	1.196	11	5.520	2	0.006	2	3.162	10	0.002	10	0.205	4	0.649	4	0.000	4
35	08.03.20	534	0.694	2	0.001	2	0.984	11	0.683	3	0.001	2	0.017	2	0.001	2	0.351	11	0.006	3	0.000	2	8.908	2	0.001	2	1.040	11	9.262	3	0.001	2	3.985	2	0.007	2	1.196	11	4.766	2	0.008	2	0.142	4	0.001	4	0.205	4	0.029	4	0.000	4
35	08.03.20	535	0.648	2	0.001	2	0.984	11	0.637	3	0.001	2	0.014	2	0.001	2	0.351	11	0.005	3	0.000	2	7.397	2	0.006	2	1.040	11	7.691	3	0.006	2	4.466	2	0.015	2	1.196	11	5.340	2	0.018	2	1.481	4	0.002	4	0.205	4	0.304	4	0.000	4
