date_time;lat;lon
2020-07-12T20:00:00;81.4388;0.3847
2020-07-12T20:10:00;81.4388;0.3847
2020-07-12T20:20:00;81.4388;0.3847
2020-07-12T20:30:00;81.4388;0.3847
2020-07-12T20:40:00;81.4369;0.3696
2020-07-12T20:50:00;81.4369;0.3696
2020-07-12T21:00:00;81.4369;0.3696
2020-07-12T21:10:00;81.4369;0.3696
2020-07-12T21:20:00;81.4369;0.3696
2020-07-12T21:30:00;81.4344;0.3495
2020-07-12T21:40:00;81.4344;0.3495
2020-07-12T21:50:00;81.4344;0.3495
2020-07-12T22:00:00;81.4344;0.3495
2020-07-12T22:10:00;81.4344;0.3495
2020-07-12T22:20:00;81.4344;0.3495
2020-07-12T22:30:00;81.4344;0.3495
2020-07-12T22:40:00;81.4325;0.3285
2020-07-12T22:50:00;81.4325;0.3285
2020-07-12T23:00:00;81.4325;0.3285
2020-07-12T23:10:00;81.4325;0.3285
2020-07-12T23:20:00;81.4325;0.3285
2020-07-12T23:30:00;81.4325;0.3285
2020-07-12T23:40:00;81.4308;0.309
2020-07-12T23:50:00;81.4308;0.309
2020-07-13T00:00:00;81.4308;0.309
2020-07-13T00:10:00;81.4308;0.309
2020-07-13T00:20:00;81.4308;0.309
2020-07-13T00:30:00;81.4295;0.2911
2020-07-13T00:40:00;81.4295;0.2911
2020-07-13T00:50:00;81.4295;0.2911
2020-07-13T01:00:00;81.4295;0.2911
2020-07-13T01:10:00;81.4295;0.2911
2020-07-13T01:20:00;81.4295;0.2911
2020-07-13T01:30:00;81.4295;0.2911
2020-07-13T01:40:00;81.4285;0.277
2020-07-13T01:50:00;81.4285;0.277
2020-07-13T02:00:00;81.4285;0.277
2020-07-13T02:10:00;81.4285;0.277
2020-07-13T02:20:00;81.4285;0.277
2020-07-13T02:30:00;81.4285;0.277
2020-07-13T02:40:00;81.4279;0.2688
2020-07-13T02:50:00;81.4279;0.2688
2020-07-13T03:00:00;81.4279;0.2688
2020-07-13T03:10:00;81.4279;0.2688
2020-07-13T03:20:00;81.4279;0.2688
2020-07-13T03:30:00;81.4275;0.2686
2020-07-13T03:40:00;81.4275;0.2686
2020-07-13T03:50:00;81.4275;0.2686
2020-07-13T04:00:00;81.4275;0.2686
2020-07-13T04:10:00;81.4275;0.2686
2020-07-13T04:20:00;81.4275;0.2686
2020-07-13T04:30:00;81.4275;0.2686
2020-07-13T04:40:00;81.4273;0.2758
2020-07-13T04:50:00;81.4273;0.2758
2020-07-13T05:00:00;81.4273;0.2758
2020-07-13T05:10:00;81.4273;0.2758
2020-07-13T05:20:00;81.4273;0.2758
2020-07-13T05:30:00;81.4273;0.2758
2020-07-13T05:40:00;81.4265;0.2871
2020-07-13T05:50:00;81.4265;0.2871
2020-07-13T06:00:00;81.4265;0.2871
2020-07-13T06:10:00;81.4265;0.2871
2020-07-13T06:20:00;81.4265;0.2871
2020-07-13T06:30:00;81.4252;0.2988
2020-07-13T06:40:00;81.4252;0.2988
2020-07-13T06:50:00;81.4252;0.2988
2020-07-13T07:00:00;81.4252;0.2988
2020-07-13T07:10:00;81.4252;0.2988
2020-07-13T07:20:00;81.4252;0.2988
2020-07-13T07:30:00;81.4252;0.2988
2020-07-13T07:40:00;81.4232;0.3062
2020-07-13T07:50:00;81.4232;0.3062
2020-07-13T14:00:00;81.412;0.2708
2020-07-13T14:10:00;81.412;0.2708
2020-07-13T14:20:00;81.412;0.2708
2020-07-13T14:30:00;81.412;0.2708
2020-07-13T14:40:00;81.4111;0.2666
2020-07-13T14:50:00;81.4111;0.2666
2020-07-13T15:00:00;81.4111;0.2666
2020-07-13T15:10:00;81.4111;0.2666
2020-07-13T15:20:00;81.4111;0.2666
2020-07-13T15:30:00;81.4103;0.2653
2020-07-13T15:40:00;81.4103;0.2653
2020-07-13T15:50:00;81.4103;0.2653
2020-07-13T16:00:00;81.4103;0.2653
2020-07-13T16:10:00;81.4103;0.2653
2020-07-13T16:20:00;81.4103;0.2653
2020-07-13T16:30:00;81.4103;0.2653
2020-07-13T16:40:00;81.4096;0.2657
2020-07-13T16:50:00;81.4096;0.2657
2020-07-13T17:00:00;81.4096;0.2657
2020-07-13T17:10:00;81.4096;0.2657
2020-07-13T17:20:00;81.4096;0.2657
2020-07-13T17:30:00;81.4096;0.2657
2020-07-13T17:40:00;81.4087;0.2657
2020-07-13T17:50:00;81.4087;0.2657
2020-07-13T18:00:00;81.4087;0.2657
2020-07-13T18:10:00;81.4087;0.2657
2020-07-13T18:20:00;81.4087;0.2657
2020-07-13T18:30:00;81.4078;0.2637
2020-07-13T18:40:00;81.4078;0.2637
2020-07-13T18:50:00;81.4078;0.2637
2020-07-13T19:00:00;81.4078;0.2637
2020-07-13T19:10:00;81.4078;0.2637
2020-07-13T19:20:00;81.4078;0.2637
2020-07-13T19:30:00;81.4078;0.2637
2020-07-13T19:40:00;81.4067;0.2564
