Profile,Rawfilename,Project,Depth [m],Sampled volume [L],Total flux [mg m-2 d-1],slope,time
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2327.5,96.12,0.3894923163302041,-3.950074315289833,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2332.5,102.6,0.23505712301196363,-2.2746342406328797,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2337.5,95.04,0.31092395074760715,-4.041087971763599,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2342.5,103.68,0.1592118087991627,-4.2037459881440675,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2347.5,87.48,0.39873306409022047,-3.8472681389777996,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2352.5,93.96,0.19168327225009812,-4.203776637715564,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2357.5,96.12,0.46105570538396695,-3.3897329923809534,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2362.5,87.48,1.0136339723764725,-3.6055160019113104,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2367.5,92.88,0.155474460124596,-4.148067787368759,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2372.5,87.48,0.14499694650810416,-4.311376603765306,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2377.5,87.48,0.13133155718993683,-4.498398762297856,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2382.5,97.2,0.17911192166696643,-3.228173131233562,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2387.5,100.44,0.15817491389508515,-4.159561753157691,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2392.5,86.4,0.15147942698796626,-4.262683493190091,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2397.5,84.24,0.11023696844424871,-4.600442437167997,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2402.5,91.8,0.1560629073777748,-4.2019685844970365,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2407.5,95.04,0.6998660581983496,-3.0237832169585515,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2412.5,91.8,0.14656515139918364,-4.3547368752524065,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2417.5,99.36,0.12859797425770872,-4.338485297762964,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2422.5,96.12,0.15661699669518853,-4.0836311011008855,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2427.5,92.88,0.18601438468835124,-4.146491029725223,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2432.5,97.2,1.7108958750147332,-3.387164925762707,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2437.5,89.64,0.30464296021767906,-4.07125673568906,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2442.5,96.12,0.15894823444978423,-4.4173925275741945,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2447.5,90.72,0.23724831292052717,-4.000759569929784,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2452.5,96.12,0.1606074857945008,-4.020769263076986,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2457.5,86.4,0.10801269947809453,-4.091571731346773,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2462.5,92.88,0.07869288192828547,-4.44693642452061,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2467.5,106.92,0.3364625188329653,-4.046582603778139,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2472.5,97.2,1.129667178106616,-3.5928889537913213,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2477.5,100.44,0.30756604169410995,-4.193477010947635,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2482.5,90.72,0.4362765474319731,-3.6189023812402072,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2487.5,83.16,0.12719753427402558,-4.004799325056771,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2492.5,91.8,1.2806937477394749,-3.3342504679250626,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2497.5,96.12,0.13082290225213572,-4.706370529878512,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2502.5,99.36,0.16672605782671926,-4.589771908222051,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2507.5,103.68,0.5136816830116561,-3.703761203865207,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2512.5,101.52,0.12605804324961606,-4.384108185055378,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2517.5,99.36,0.09302257760995628,-4.690584351274537,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2522.5,93.96,0.0900944763627766,-5.09168441857137,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2527.5,101.52,0.3328389129894065,-4.1592710167660325,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2532.5,93.96,0.475327750426434,-4.051898988648013,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2537.5,100.44,0.12363102605950195,-4.897882821438556,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2542.5,96.12,0.14831999394081566,-4.598212397604637,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2547.5,100.44,1.8767867384463994,-3.0618559820260196,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2552.5,93.96,0.15889756987772238,-4.622087191493026,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2557.5,90.72,0.14226449270099195,-4.723447567067958,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2562.5,93.96,0.7222042990802378,-3.8903326563196816,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2567.5,99.36,0.9653461485887467,-3.69755943800403,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2572.5,95.04,0.2096396208340348,-4.111130209533098,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2577.5,96.12,0.14563547272200805,-4.616164026764548,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2582.5,96.12,0.21160058352294273,-4.341269025455911,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2587.5,102.6,0.17342343663016602,-4.12120432981974,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2592.5,104.76,0.12105663434294456,-4.53348872270691,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2597.5,90.72,0.1817217058040757,-3.410911520056061,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2602.5,105.84,1.4002908437808497,-3.514852029058328,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2607.5,89.64,0.15762674654606817,-4.338913170369654,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2612.5,98.28,0.17199634784666884,-4.104486844423361,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2617.5,91.8,0.15779509347075865,-4.221628175766752,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2622.5,86.4,0.10132872777579088,-4.0495355186973185,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2627.5,90.72,0.7189312783942288,-3.584119362933318,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2632.5,97.2,0.7002337836251402,-3.485295900188041,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2637.5,100.44,1.9303585708956876,-3.2342380247352134,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2642.5,96.12,0.14506258238517122,-4.439026925611254,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2647.5,95.04,0.34996865460841287,-3.910295155429001,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2652.5,98.28,0.2234791065185377,-4.0022506646771845,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2657.5,91.8,0.5414146657405158,-3.473810648535626,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2662.5,95.04,0.09654438819778033,-4.5894028732422525,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2667.5,84.24,0.3626226821671397,-3.579004287447277,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2672.5,91.8,0.1241134823197027,-4.404079462822051,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2677.5,93.96,0.09977780817800042,-4.566877938844405,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2682.5,95.04,0.18341512300242976,-4.237667358125957,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2687.5,90.72,0.36641648213617706,-2.797850861619488,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2692.5,88.56,0.21672268069244605,-4.349526602437286,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2697.5,95.04,0.651562055488726,-3.912838533856713,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2702.5,97.2,0.5256794678416903,-3.677026455486199,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2707.5,101.52,0.13762933107642372,-4.585540204136617,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2712.5,105.84,0.40642378990764744,-4.218990724033634,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2717.5,100.44,0.14177251930401547,-4.776134437756385,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2722.5,96.12,0.1616327556685918,-4.668598770749093,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2727.5,96.12,0.07045240816849353,-5.26835409380533,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2732.5,102.6,0.13737808670698315,-4.91677772187201,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2737.5,97.2,0.1687845452472534,-4.773926007610746,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2742.5,99.36,0.22678251591928866,-4.642024481533516,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2747.5,99.36,0.09719269089279536,-5.107560824403198,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2752.5,102.6,0.8030348781491319,-3.2308425098200133,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2757.5,99.36,0.1514228365820976,-4.563642482253514,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2762.5,93.96,0.4077604327024957,-4.2772380449996685,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2767.5,99.36,1.8243691334595653,-3.3527172525033824,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2772.5,102.6,1.174630889840842,-3.5267618471140523,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2777.5,92.88,0.186595151884136,-4.71933320915099,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2782.5,102.6,0.20748276106908278,-4.56996844073658,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2787.5,93.96,0.08600353264526962,-5.0487559574356755,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2792.5,105.84,0.11500261978598039,-4.375211780745263,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2797.5,97.2,0.18203003956718622,-3.719479539410016,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2802.5,102.6,0.2600720801985719,-4.454382125105811,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2807.5,96.12,0.9535437368575513,-3.7358709913083143,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2812.5,96.12,0.15231397225938625,-4.759698432155043,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2817.5,102.6,0.7245574820623959,-2.945232659035161,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2822.5,101.52,0.279021231271392,-4.482747545458898,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2827.5,101.52,0.25188289228146205,-4.381200704989797,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2832.5,98.28,0.12269011313650188,-4.759360855418978,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2837.5,95.04,0.1317876984619088,-4.978831702991252,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2842.5,97.2,0.12752130649014898,-4.290222802942245,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2847.5,85.32,0.11456981648102588,-4.89636954841684,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2852.5,100.44,0.18026290223738167,-4.358266762833722,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2857.5,96.12,0.10699362897942566,-5.101252827839361,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2862.5,100.44,0.37304708941231585,-4.242699047788414,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2867.5,85.32,0.22750849082022595,-3.9910029958509012,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2872.5,96.12,0.1746826892454741,-4.405026999169831,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2877.5,104.76,0.16660990304945575,-4.335831859334151,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2882.5,103.68,0.1482025974850032,-4.802037243654376,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2887.5,103.68,0.15470498341308778,-4.6978365747018245,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2892.5,99.36,0.11599849927757169,-4.815326579850008,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2897.5,92.88,0.9277350671969486,-3.00604710400099,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2902.5,104.76,0.18457784604431038,-4.5164573061109445,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2907.5,98.28,0.13265582723020064,-4.802350270356182,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2912.5,97.2,0.11054017578651401,-4.895999435712978,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2917.5,95.04,0.12962550943541748,-4.574078074362402,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2922.5,97.2,0.14848647825405217,-3.528244124651362,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2927.5,103.68,0.07948363873092817,-4.688790479507697,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2932.5,96.12,0.1667165777504741,-4.606538739649198,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2937.5,101.52,0.24843627233827717,-4.2620315473242965,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2942.5,91.8,0.13474878721580758,-4.475438814409468,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2947.5,99.36,0.28331325808610186,-4.2297856338772215,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2952.5,99.36,0.196149700510272,-4.440160125652698,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2957.5,98.28,0.23759411759185367,-4.15289153133343,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2962.5,102.6,0.858619044031064,-3.116126909153488,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2967.5,101.52,0.2138460396079496,-4.314005105486779,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2972.5,101.52,0.2774968297712262,-3.782974811399825,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2977.5,93.96,0.9024195612016055,-3.237345731253933,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2982.5,102.6,0.278083844092949,-4.253889443563862,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2987.5,100.44,0.1434707208201408,-4.943263513126595,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2992.5,85.32,0.21908026619013374,-4.395138799018188,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,2997.5,100.44,0.18921511516215136,-4.633384610573878,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3002.5,97.2,0.09869028538389023,-4.940528325629518,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3007.5,96.12,0.1372172881805038,-4.155782827950858,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3012.5,97.2,0.1151451865696228,-4.677288479172422,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3017.5,95.04,0.11189535782768711,-4.822237463966003,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3022.5,100.44,0.1446160318507584,-4.459529179710917,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3027.5,95.04,0.1859781498081745,-4.569110440700958,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3032.5,97.2,0.1829758857445225,-4.315979980587348,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3037.5,100.44,0.1255941535782747,-4.763437226637554,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3042.5,102.6,0.6323536042097114,-3.899301072117292,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3047.5,97.2,0.11877427152027169,-4.806268191763378,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3052.5,100.44,0.1435747815528181,-4.580620676541393,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3057.5,100.44,0.6171956063304078,-3.591433470291647,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3062.5,105.84,0.6493336149204384,-3.842579191749336,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3067.5,93.96,0.8112906335412766,-3.8002316721481937,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3072.5,106.92,0.3647829190793651,-3.5976737630836797,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3077.5,98.28,0.1707072796217235,-4.572790789605466,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3082.5,100.44,0.4340517496771021,-4.060117258918939,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3087.5,96.12,0.09246367644631555,-4.984162364248841,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3092.5,98.28,0.21796581060950182,-4.377832325427238,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3097.5,93.96,0.11676550358959512,-4.374848403326695,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3102.5,93.96,0.2645976863489421,-4.348888825670687,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3107.5,101.52,0.25297490478474777,-4.171135856606541,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3112.5,97.2,0.12065771316380255,-4.2166851824586695,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3117.5,101.52,0.4392154387681759,-4.063512414381268,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3122.5,104.76,0.09474856558337362,-5.085823073274004,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3127.5,103.68,0.16025604258347304,-4.385015471952229,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3132.5,96.12,0.19840427599360622,-4.3283404594347346,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3137.5,101.52,0.15599896889773732,-4.648120718218582,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3142.5,99.36,0.21940047121269102,-4.377180785124969,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3147.5,90.72,1.0498263683683242,-3.6550511466883955,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3152.5,95.04,0.6431034726539748,-3.735083908098753,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3157.5,91.8,0.17032588359396264,-4.127589755714578,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3162.5,95.04,0.1304494653978684,-4.629418868049617,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3167.5,101.52,0.3707001558751645,-4.230860225575143,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3172.5,98.28,0.20029229723544767,-4.400884675546121,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3177.5,97.2,0.19642364969315973,-4.33940587319767,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3182.5,98.28,0.6653573793456378,-3.8472044184819305,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3187.5,93.96,1.688585139768555,-3.4958392789794597,2019-11-14 03:27:14
ps122_1_7_49,HDR20191114032714,uvp5_sn204_mosaic_primary_filtered,3192.5,101.52,0.20690073662041725,-4.368928222737133,2019-11-14 03:27:14
