Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 1	 304	1.3236	1	34.8780	1	6.6153	1	...1.3088	1	1.3087	35.0447	27.9283	1	7.78	85.06	30.2285	1	0.3611	0	98.1512	0	0.0224	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 2	 151	0.8427	1	34.7576	1	6.7219	1	...0.8373	1	0.8361	34.9236	27.8636	1	7.88	85.29	29.6483	1	0.3605	0	98.0856	0	0.0238	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 3	  91	-1.1285	1	34.4407	1	7.3721	1	...-1.1273	1	-1.1307	34.6054	27.7086	1	8.32	88.56	27.7055	1	0.4266	0	97.9753	0	0.0258	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 4	  79	-1.4389	1	34.3406	1	7.5063	1	...-1.4369	1	-1.4406	34.5049	27.6384	1	8.40	89.35	27.3679	1	0.4253	0	97.9731	0	0.0309	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 5	  59	-1.7867	1	34.1578	1	8.0505	1	...-1.7837	1	-1.7877	34.3215	27.5006	1	8.49	94.80	26.9386	1	0.4926	0	97.8640	0	0.0315	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 6	  45	-1.7867	1	34.0848	1	8.0923	1	...-1.7834	1	-1.7875	34.2481	27.4413	1	8.50	95.24	26.8801	1	0.4919	0	97.8442	0	0.0316	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 7	  40	-1.7679	1	34.0119	1	8.1464	1	...-1.7644	1	-1.7686	34.1747	27.3814	1	8.50	95.88	26.8409	1	0.5262	0	97.7574	0	0.0318	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 8	  33	-1.7431	1	33.8955	1	8.1333	1	...-1.7393	1	-1.7436	34.0580	27.2864	1	8.50	95.72	26.7746	1	0.5293	0	97.5768	0	0.0329	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	 9	  25	-1.7766	1	32.4079	1	8.5955	1	...-1.7707	1	-1.7769	32.5630	26.0788	1	8.59	100.03	25.6742	1	0.5256	0	97.4260	0	0.0323	0	NaN	0	NaN	0	NaN	0
PS122/1_4-37	2019-10-24T04:51:00	85.3845	129.2911	10	  20	-1.7768	1	32.4064	1	8.5973	1	...-1.7709	1	-1.7770	32.5611	26.0773	1	8.59	100.05	25.6708	1	0.5356	0	97.4223	0	0.0349	0	NaN	0	NaN	0	NaN	0
