Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 1	 912	0.1703	1	34.8949	1	7.3368	1	...0.1307	1	0.1293	35.0622	28.0173	1	8.01	91.54	29.5158	1	-0.1126	0	98.6960	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 2	 912	0.1704	1	34.8950	1	7.3461	1	...0.1308	1	0.1294	35.0623	28.0174	1	8.01	91.66	29.5160	1	-0.0621	0	98.6679	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 3	 760	0.4277	1	34.8920	1	7.3653	1	...0.3940	1	0.3929	35.0591	27.9996	1	7.96	92.52	29.6681	1	-0.0983	0	98.6517	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 4	 506	0.9035	1	34.8806	1	7.4042	1	...0.8800	1	0.8794	35.0475	27.9599	1	7.86	94.17	29.9574	1	-0.0921	0	98.7235	0	0.0100	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 5	 405	1.2736	1	34.8902	1	7.3626	1	...1.2536	1	1.2534	35.0571	27.9421	1	7.79	94.55	30.2404	1	-0.0877	0	98.6955	0	0.0100	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 6	 304	1.5396	1	34.8850	1	7.3308	1	...1.5240	1	1.5241	35.0517	27.9183	1	7.73	94.79	30.4221	1	-0.0915	0	98.6912	0	0.0100	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 7	 272	1.3641	1	34.8502	1	7.3235	1	...1.3509	1	1.3507	35.0167	27.9030	1	7.77	94.25	30.2275	1	-0.0865	0	98.6917	0	0.0099	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 8	 233	1.5486	1	34.8621	1	7.3375	1	...1.5368	1	1.5368	35.0287	27.8989	1	7.73	94.89	30.3797	1	-0.0927	0	98.6576	0	0.0100	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	 9	 203	1.4132	1	34.8314	1	7.3775	1	...1.4035	1	1.4032	34.9978	27.8841	1	7.76	95.05	30.2237	1	-0.0884	0	98.6425	0	0.0099	0	NaN	0	NaN	0	NaN	0
PS121/1_2-68	2019-10-04T08:25:00	85.1282	132.5512	10	 203	1.4117	1	34.8299	1	7.3787	1	...1.4021	1	1.4017	34.9963	27.8830	1	7.76	95.06	30.2212	1	-0.0890	0	98.6392	0	0.0099	0	NaN	0	NaN	0	NaN	0
