Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 1	1013	-0.1239	1	34.8959	1	7.2212	1	...-0.1662	1	-0.1678	35.0634	28.0342	1	8.08	89.40	29.3083	1	-0.1440	0	98.3947	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 2	1013	-0.1215	1	34.8961	1	7.2172	1	...-0.1638	1	-0.1654	35.0636	28.0343	1	8.08	89.36	29.3104	1	-0.1437	0	98.3806	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 3	1014	-0.1187	1	34.8956	1	7.2183	1	...-0.1610	1	-0.1627	35.0631	28.0337	1	8.08	89.38	29.3126	1	-0.1246	0	98.3822	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 4	1014	-0.1119	1	34.8957	1	7.2188	1	...-0.1543	1	-0.1559	35.0632	28.0335	1	8.07	89.40	29.3185	1	-0.1360	0	98.3968	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 5	1014	-0.1220	1	34.8963	1	7.2176	1	...-0.1643	1	-0.1660	35.0638	28.0345	1	8.08	89.36	29.3103	1	-0.1269	0	98.3957	0	0.0099	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 6	1014	-0.1211	1	34.8963	1	7.2176	1	...-0.1634	1	-0.1651	35.0638	28.0344	1	8.08	89.36	29.3111	1	-0.1437	0	98.3968	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 7	 506	0.8540	1	34.8934	1	7.2103	3	...0.8307	1	0.8301	35.0603	27.9734	1	7.87	91.60	29.9244	1	-0.1285	0	98.3752	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 8	 506	0.8476	1	34.8921	1	7.2033	3	...0.8243	1	0.8238	35.0590	27.9728	1	7.87	91.49	29.9178	1	-0.1350	0	98.3773	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	 9	 506	0.8447	1	34.8942	1	7.1944	3	...0.8214	1	0.8209	35.0611	27.9747	1	7.87	91.37	29.9169	1	-0.1314	0	98.3779	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	10	 253	1.2933	1	34.8719	1	7.1404	3	...1.2812	1	1.2810	35.0386	27.9254	1	7.78	91.74	30.1742	1	-0.1353	0	98.3660	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	11	 253	1.2970	1	34.8718	1	7.1457	3	...1.2849	1	1.2847	35.0385	27.9250	1	7.78	91.81	30.1773	1	-0.1282	0	98.3741	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	12	 253	1.3003	1	34.8727	1	7.1447	3	...1.2881	1	1.2880	35.0394	27.9255	1	7.78	91.81	30.1809	1	-0.1282	0	98.3741	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	13	 101	-1.0009	1	34.4098	1	7.6687	3	...-1.0001	1	-1.0036	34.5741	27.6785	1	8.30	92.42	27.7945	1	-0.1191	0	98.2953	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	14	 101	-1.0428	1	34.4137	1	7.7317	3	...-1.0419	1	-1.0454	34.5780	27.6833	1	8.31	93.08	27.7622	1	-0.1191	0	98.3029	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	15	 101	-1.0676	1	34.4051	1	7.7328	3	...-1.0667	1	-1.0702	34.5693	27.6773	1	8.31	93.02	27.7351	1	-0.1191	0	98.2943	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	16	  51	-1.7165	1	33.8547	1	8.3074	3	...-1.7130	1	-1.7174	34.0171	27.2526	1	8.49	97.81	26.7751	1	-0.0847	0	98.1625	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	17	  51	-1.7184	1	33.8379	1	8.3496	3	...-1.7149	1	-1.7193	34.0002	27.2390	1	8.50	98.29	26.7617	1	-0.0870	0	98.1603	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	18	  51	-1.7100	1	33.8773	1	8.3471	3	...-1.7065	1	-1.7110	34.0398	27.2708	1	8.49	98.31	26.7969	1	-0.0805	0	98.1609	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	19	  20	-1.7527	1	31.9651	1	8.9722	3	...-1.7463	1	-1.7530	32.1178	25.7185	1	8.61	104.16	25.3709	1	-0.0640	0	97.8914	0	0.0093	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	20	  20	-1.7523	1	31.9650	1	8.9745	3	...-1.7459	1	-1.7526	32.1177	25.7184	1	8.61	104.19	25.3712	1	-0.0585	0	97.9011	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	21	  20	-1.7524	1	31.9563	1	8.9809	3	...-1.7460	1	-1.7527	32.1090	25.7114	1	8.61	104.26	25.3648	1	-0.0631	0	97.8822	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	22	  10	-1.7494	1	31.8872	1	8.9783	3	...-1.7428	1	-1.7496	32.0398	25.6554	1	8.62	104.18	25.3129	1	-0.0595	0	97.8995	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	23	  10	-1.7494	1	31.8876	1	8.9804	3	...-1.7428	1	-1.7496	32.0402	25.6557	1	8.62	104.21	25.3132	1	-0.0734	0	97.9114	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/2_16-21	2019-12-19T10:41:00	86.6787	112.9777	24	   5	-1.7482	1	31.8820	1	8.9787	3	...-1.7415	1	-1.7483	32.0343	25.6509	1	8.62	104.19	25.3078	1	-0.0702	0	97.8979	0	0.0093	0	NaN	0	NaN	0	NaN	0
PS122/2_16-34	2019-12-20T08:27:00	86.6793	112.6240	 1	4450	-0.6221	1	34.9355	1	6.7544	1	...-0.9229	1	-0.9261	35.1045	28.1028	1	8.18	82.54	30.2338	1	-0.1596	0	98.1884	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/2_16-34	2019-12-20T08:27:00	86.6793	112.6240	 2	4450	-0.6220	1	34.9355	1	6.7614	1	...-0.9228	1	-0.9260	35.1045	28.1028	1	8.18	82.62	30.2338	1	-0.1408	0	98.1252	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/2_16-34	2019-12-20T08:27:00	86.6793	112.6240	 3	4438	-0.6237	1	34.9356	1	6.7563	1	...-0.9232	1	-0.9264	35.1046	28.1029	1	8.18	82.56	30.2283	1	-0.1431	0	98.1754	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/2_16-34	2019-12-20T08:27:00	86.6793	112.6240	 4	4427	-0.6249	1	34.9357	1	6.7568	1	...-0.9233	1	-0.9265	35.1047	28.1030	1	8.18	82.56	30.2239	1	-0.1340	0	98.2202	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/2_16-34	2019-12-20T08:27:00	86.6793	112.6240	 5	4407	-0.6271	1	34.9357	1	6.7603	1	...-0.9233	1	-0.9265	35.1047	28.1030	1	8.18	82.60	30.2151	1	-0.1301	0	98.2364	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/2_16-34	2019-12-20T08:27:00	86.6793	112.6240	 6	4356	-0.6323	1	34.9356	1	6.7572	1	...-0.9232	1	-0.9263	35.1046	28.1029	1	8.19	82.55	30.1934	1	-0.1343	0	98.2370	0	0.0000	0	NaN	0	NaN	0	NaN	0
