Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS122/5_59-138	2020-08-19T12:03:00	89.9957	147.8070	20	  50	-1.6556	1	32.6199	1	7.7620	1	...-1.6502	1	-1.6564	32.7779	26.2498	1	8.55	90.76	25.9341	1	0.0448	0	98.0415	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/5_59-138	2020-08-19T12:03:00	89.9957	147.8070	21	  30	-1.5526	1	30.8796	1	8.4218	1	...-1.5444	1	-1.5530	31.0290	24.8349	1	8.63	97.58	24.7408	1	0.2678	0	97.6300	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-138	2020-08-19T12:03:00	89.9957	147.8070	22	  10	-1.4960	1	29.4254	1	8.7900	1	...-1.4859	1	-1.4961	29.5672	23.6537	1	8.70	100.98	23.7088	1	0.2622	0	97.2818	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-138	2020-08-19T12:03:00	89.9957	147.8070	23	   2	-1.5036	1	29.2588	1	8.7916	1	...-1.4933	1	-1.5037	29.3992	23.5182	1	8.72	100.86	23.5776	1	0.1700	0	97.1073	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-138	2020-08-19T12:03:00	89.9957	147.8070	24	   2	-1.5050	1	29.2563	1	8.7959	1	...-1.4947	1	-1.5051	29.3967	23.5162	1	8.72	100.91	23.5747	1	0.1887	0	97.1295	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 1	4300	-0.6375	1	34.9393	1	6.7229	1	...-0.9226	1	-0.9257	35.1084	28.1060	1	8.19	82.12	30.1730	1	-0.0505	0	98.3288	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 2	4300	-0.6376	1	34.9393	1	6.7236	1	...-0.9227	1	-0.9258	35.1084	28.1060	1	8.19	82.13	30.1729	1	-0.0505	0	98.2591	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 3	4300	-0.6377	1	34.9394	1	6.7226	1	...-0.9228	1	-0.9259	35.1085	28.1060	1	8.19	82.12	30.1729	1	-0.0505	0	98.2678	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 4	4300	-0.6376	1	34.9393	1	6.7233	1	...-0.9227	1	-0.9258	35.1084	28.1060	1	8.19	82.12	30.1729	1	-0.0505	0	98.2753	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 5	4300	-0.6376	1	34.9393	1	6.7241	1	...-0.9227	1	-0.9258	35.1084	28.1060	1	8.19	82.14	30.1729	1	-0.0505	0	98.2824	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 6	3568	-0.7090	1	34.9355	1	6.7535	1	...-0.9223	1	-0.9252	35.1045	28.1027	1	8.20	82.33	29.8530	1	-0.0536	0	98.3131	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 7	3055	-0.7343	1	34.9294	1	6.7757	1	...-0.9030	1	-0.9058	35.0983	28.0970	1	8.21	82.55	29.6383	1	-0.0505	0	98.3190	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 8	3055	-0.7343	1	34.9295	1	6.7762	1	...-0.9030	1	-0.9058	35.0984	28.0971	1	8.21	82.55	29.6384	1	-0.0517	0	98.3234	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	 9	2543	-0.7254	1	34.9224	1	6.7992	1	...-0.8546	1	-0.8572	35.0912	28.0892	1	8.21	82.85	29.4449	1	-0.0505	0	98.3347	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	10	2031	-0.6275	1	34.9192	1	6.7969	1	...-0.7230	1	-0.7254	35.0881	28.0810	1	8.19	83.04	29.3229	1	-0.0505	0	98.3445	0	0.0000	0	NaN	0	NaN	0	NaN	0
PS122/5_59-149	2020-08-19T16:02:00	89.9927	131.6308	11	1522	-0.4476	1	34.9139	1	6.9047	1	...-0.5143	1	-0.5164	35.0824	28.0669	1	8.15	84.76	29.2623	1	-0.0505	0	98.3482	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 1	 506	0.9489	1	34.8982	1	6.9573	1	...0.9251	1	0.9246	35.0652	27.9711	1	7.85	88.60	30.0102	1	0.0142	0	98.4254	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 2	 506	0.9465	1	34.8979	1	6.9503	1	...0.9227	1	0.9223	35.0649	27.9710	1	7.85	88.51	30.0079	1	0.0142	0	98.4119	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 3	 506	0.9465	1	34.8980	1	6.9569	1	...0.9227	1	0.9223	35.0650	27.9711	1	7.85	88.59	30.0080	1	0.0136	0	98.3639	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 4	 506	0.9469	1	34.8979	1	6.9585	1	...0.9231	1	0.9227	35.0649	27.9710	1	7.85	88.61	30.0082	1	0.0149	0	98.3461	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 5	 506	0.9474	1	34.8978	1	6.9597	1	...0.9236	1	0.9231	35.0648	27.9709	1	7.85	88.63	30.0086	1	0.0155	0	98.3255	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 6	 506	0.9477	1	34.8978	1	6.9652	1	...0.9239	1	0.9234	35.0648	27.9709	1	7.85	88.70	30.0089	1	0.0155	0	98.2958	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 7	 506	0.9478	1	34.8978	1	6.9645	1	...0.9240	1	0.9235	35.0648	27.9708	1	7.85	88.69	30.0089	1	0.0142	0	98.3282	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 8	 506	0.9480	1	34.8977	1	6.9607	1	...0.9242	1	0.9237	35.0647	27.9708	1	7.85	88.64	30.0090	1	0.0155	0	98.3855	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	 9	 506	0.9481	1	34.8978	1	6.9597	1	...0.9243	1	0.9238	35.0648	27.9708	1	7.85	88.63	30.0092	1	0.0161	0	98.3855	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	10	 506	0.9484	1	34.8978	1	6.9596	1	...0.9246	1	0.9241	35.0648	27.9708	1	7.85	88.63	30.0095	1	0.0180	0	98.4065	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	11	 506	0.9482	1	34.8977	1	6.9603	1	...0.9244	1	0.9239	35.0647	27.9707	1	7.85	88.64	30.0092	1	0.0167	0	98.3968	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	12	 506	0.9481	1	34.8978	1	6.9555	1	...0.9243	1	0.9238	35.0648	27.9708	1	7.85	88.58	30.0092	1	0.0192	0	98.4039	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	13	 506	0.9487	1	34.8979	1	6.9552	1	...0.9249	1	0.9244	35.0649	27.9709	1	7.85	88.58	30.0098	1	0.0180	0	98.3531	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	14	 506	0.9488	1	34.8978	1	6.9548	1	...0.9250	1	0.9245	35.0648	27.9708	1	7.85	88.57	30.0098	1	0.0192	0	98.3887	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	15	 506	0.9491	1	34.8977	1	6.9562	1	...0.9253	1	0.9248	35.0647	27.9707	1	7.85	88.59	30.0100	1	0.0180	0	98.4098	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	16	 506	0.9491	1	34.8976	1	6.9556	1	...0.9253	1	0.9248	35.0646	27.9706	1	7.85	88.58	30.0099	1	0.0173	0	98.4109	0	0.0106	0	NaN	0	NaN	0	NaN	0
