Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 1	 760	-0.1228	1	34.9107	1	6.9645	1	...-0.1525	1	-0.1540	35.0781	28.0453	1	8.08	86.23	29.2091	1	-0.1047	0	97.9951	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 2	 760	-0.1246	1	34.9105	1	6.9656	1	...-0.1543	1	-0.1558	35.0779	28.0453	1	8.08	86.24	29.2074	1	-0.1010	0	97.9065	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 3	 506	0.9335	1	34.9103	1	6.9798	1	...0.9097	1	0.9093	35.0773	27.9818	1	7.85	88.86	30.0064	1	-0.1047	0	98.3120	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 4	 506	0.9333	1	34.9107	1	6.9762	1	...0.9095	1	0.9091	35.0777	27.9822	1	7.85	88.82	30.0066	1	-0.0972	0	98.2710	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 5	 203	2.4976	1	34.9063	1	7.1221	1	...2.4846	1	2.4858	35.0730	27.8581	1	7.55	94.39	31.2334	1	-0.0879	0	98.3277	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 6	 172	2.6128	1	34.9023	1	7.1407	1	...2.6014	1	2.6026	35.0689	27.8448	1	7.52	94.91	31.3178	1	-0.0954	0	98.3855	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 7	 172	2.6170	1	34.9017	1	7.1421	1	...2.6056	1	2.6068	35.0683	27.8439	1	7.52	94.94	31.3210	1	-0.0767	0	98.3865	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 8	 172	2.6182	1	34.9019	1	7.1414	1	...2.6067	1	2.6080	35.0685	27.8440	1	7.52	94.93	31.3222	1	-0.0935	0	98.3774	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	 9	 152	2.3531	1	34.8622	1	7.1299	1	...2.3438	1	2.3445	35.0286	27.8349	1	7.58	94.12	31.0471	1	-0.0729	0	98.4287	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/4_44-67	2020-06-16T07:06:00	82.2268	8.2895	10	 102	0.6524	1	34.5434	1	7.2717	1	...0.6506	1	0.6482	34.7085	27.7032	1	7.93	91.67	29.2968	1	-0.0399	0	98.4649	0	0.0096	0	NaN	0	NaN	0	NaN	0
